scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
bench,15,838,18,18,8,0,0,70.929,67.692,25,0.7278,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,40,58
low,16,838,17,17,12,1,1,66.929,63.692,25,1.1549,unknown,regular,65,27,69,72,86,86,64,84,63,81,57,55,59,61,63,70,66,48,49,64,82,67,75,53,36,54
medium,17,838,18,18,26,6,5,70.779,67.5,46,2.7304,unknown,sharpie,69,31,72,75,89,89,68,88,67,85,61,58,62,64,69,76,72,53,52,68,85,71,79,56,39,57
great,18,838,17,17,35,15,15,71.438,68.115,62,3.9424,unknown,sharpie,69,31,72,75,90,90,68,88,67,85,61,59,63,65,71,78,74,54,53,68,86,71,79,57,39,58
starter,19,838,17,17,34,2,4,70.929,67.692,25,1.53,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,40,58
bench,20,838,18,18,8,0,0,73.929,70.654,50,5.5353,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,42,61
low,21,838,17,17,12,1,1,73.973,70.731,52,6.0778,unknown,regular,72,35,76,79,93,93,71,91,70,88,64,62,66,68,70,78,73,55,56,71,89,74,82,60,42,61
medium,22,838,19,19,26,6,5,72.741,69.462,45,3.4518,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,64,67,69,76,72,53,54,70,88,73,81,58,41,59
great,23,838,17,17,35,15,15,69.929,66.654,50,3.5961,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,38,57
starter,24,838,18,18,34,2,4,71.929,68.692,25,2.0783,regular,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,41,59
bench,25,838,18,18,8,0,0,69.857,66.5,98,6.3086,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,50,51,67,85,70,78,56,36,57
low,26,838,19,19,12,1,1,69.929,66.615,75,5.189,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,37,57
medium,27,838,18,18,26,6,5,72.857,69.538,73,6.1413,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,53,54,70,88,73,81,59,40,60
great,28,838,19,19,35,15,15,70.929,67.692,25,2.0783,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,40,58
starter,29,838,17,17,34,2,4,67.929,64.615,75,4.4041,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,35,55
bench,30,838,18,18,8,0,0,71.929,68.615,75,6.1586,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,39,59
low,31,838,20,20,12,1,1,73.623,70.308,25,3.2268,unknown,regular,72,34,76,79,93,93,71,91,70,88,63,61,65,67,70,77,73,54,55,71,89,74,82,59,41,60
medium,32,838,20,20,26,6,5,67.929,64.654,25,1.0222,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,36,55
great,33,838,20,20,35,15,15,68.929,65.577,50,3.0132,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,35,56
starter,34,838,18,18,34,2,4,69.628,66.269,43,2.4938,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,57,61,63,66,73,69,50,50,67,85,70,78,55,36,56
bench,35,838,18,18,8,0,0,70.929,67.654,25,1.1837,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
low,36,838,20,20,12,1,1,71.929,68.577,50,3.7924,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,38,59
medium,37,838,18,18,26,6,5,70.623,67.231,50,3.9251,unknown,regular,69,31,73,76,90,90,68,88,67,85,60,58,62,64,67,74,70,51,52,68,86,71,79,56,36,57
great,38,838,19,19,35,15,15,74.623,71.231,50,5.264,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,55,56,72,90,75,83,60,40,61
starter,39,838,20,20,34,2,4,73.929,70.654,25,2.6958,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,42,61
bench,40,838,18,18,8,0,0,72.663,69.346,25,3.0017,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,60,64,66,69,76,72,53,54,70,88,73,81,58,40,59
low,41,838,20,20,12,1,1,69.438,66.115,30,1.4608,unknown,sharpie,67,29,71,74,88,88,66,86,65,83,59,57,61,63,68,76,71,52,51,66,84,69,77,55,37,56
medium,42,838,20,20,26,6,5,71.78,68.308,75,5.743,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,63,65,68,75,71,52,53,69,87,72,80,58,35,59
great,43,838,18,18,35,15,15,70.929,67.654,25,0.9298,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
starter,44,838,19,19,34,2,4,72.857,69.5,48,3.7577,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,53,54,70,88,73,81,59,39,60
bench,45,838,19,19,8,0,0,71.929,68.654,25,0.7278,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,40,59
low,46,838,18,18,12,1,1,67.929,64.654,25,1.1549,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,36,55
medium,47,838,19,19,26,6,5,72.077,68.731,32,2.7304,unknown,sharpie,70,32,73,76,90,90,69,89,68,86,62,59,63,65,72,79,75,55,53,69,86,72,80,57,39,58
great,48,838,18,18,35,15,15,73.386,70.0,49,3.9424,unknown,sharpie,71,33,73,76,91,91,70,90,69,87,63,61,65,67,74,81,77,57,55,70,87,73,81,59,39,60
starter,49,838,18,18,34,2,4,71.929,68.654,25,1.53,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,40,59
bench,50,838,19,19,8,0,0,75.857,72.5,48,5.5353,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,56,57,73,91,76,84,62,42,63
low,51,838,18,18,12,1,1,75.973,72.654,50,6.0778,unknown,regular,74,37,78,81,95,95,73,93,72,90,66,64,68,70,72,80,75,57,58,73,91,76,84,62,42,63
medium,52,838,20,20,26,6,5,73.741,70.423,25,3.4518,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,65,68,70,77,73,54,55,71,89,74,82,59,41,60
great,53,838,18,18,35,15,15,71.929,68.577,50,3.5961,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,38,59
starter,54,838,19,19,34,2,4,72.929,69.654,25,2.0783,regular,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,41,60
bench,55,838,19,19,8,0,0,72.857,69.385,75,6.3086,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,53,54,70,88,73,81,59,36,60
low,56,838,20,20,12,1,1,72.496,69.077,64,5.189,unknown,regular,71,33,75,78,92,92,70,90,68,86,62,60,64,66,69,76,72,53,54,69,88,73,81,58,37,59
medium,57,838,19,19,26,6,5,74.857,71.462,50,6.1413,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,56,72,90,75,83,61,40,62
great,58,838,20,20,35,15,15,71.929,68.654,25,2.0783,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,40,59
starter,59,838,18,18,34,2,4,70.538,67.115,65,4.4041,unknown,regular,69,31,73,76,90,90,68,88,67,84,60,58,62,64,67,74,70,51,52,67,86,71,79,56,35,57
bench,60,838,19,19,8,0,0,74.061,70.654,53,6.1586,unknown,regular,72,34,76,79,94,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,90,74,83,60,39,61
low,61,838,21,21,12,1,1,74.623,71.269,25,3.2268,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,55,56,72,90,75,83,60,41,61
medium,62,838,21,21,26,6,5,68.929,65.615,25,1.0222,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,36,56
great,63,838,21,21,35,15,15,70.857,67.423,48,3.0132,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,51,52,68,86,71,79,57,35,58
starter,64,838,19,19,34,2,4,70.672,67.308,27,2.4938,unknown,regular,69,32,73,76,90,90,68,88,67,85,61,58,62,64,67,75,70,51,51,68,86,71,79,56,36,57
bench,65,838,19,19,8,0,0,71.929,68.615,25,1.1837,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,39,59
low,66,838,21,21,12,1,1,73.741,70.308,45,3.7924,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,61,65,67,70,77,73,54,55,71,89,74,82,60,38,61
medium,67,838,19,19,26,6,5,72.623,69.154,50,3.9251,unknown,regular,71,33,75,78,92,92,70,90,69,87,62,60,64,66,69,76,72,53,54,70,88,73,81,58,36,59
great,68,838,20,20,35,15,15,76.212,72.769,40,5.264,unknown,regular,74,37,79,82,96,96,73,94,72,90,66,64,67,70,72,80,76,56,57,73,92,76,85,62,40,63
starter,69,838,21,21,34,2,4,74.929,71.615,25,2.6958,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,42,62
bench,70,838,19,19,8,0,0,73.663,70.308,25,3.0017,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,61,65,67,70,77,73,54,55,71,89,74,82,59,40,60
low,71,838,21,21,12,1,1,70.606,67.231,29,1.4608,unknown,sharpie,68,30,72,75,89,89,67,87,66,84,60,58,62,64,70,78,73,54,52,67,85,70,78,56,37,57
medium,72,838,21,21,26,6,5,73.78,70.231,50,5.743,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,65,67,70,77,73,54,55,71,89,74,82,60,35,61
great,73,838,19,19,35,15,15,71.929,68.615,25,0.9298,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,39,59
starter,74,838,20,20,34,2,4,74.164,70.769,33,3.7577,unknown,regular,72,35,76,80,94,94,72,91,70,88,64,62,66,68,70,78,73,54,55,71,90,74,83,60,39,61
bench,75,838,20,20,8,0,0,72.929,69.615,25,0.7278,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,40,60
low,76,838,19,19,12,1,1,68.929,65.615,25,1.1549,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,36,56
medium,77,838,20,20,26,6,5,73.244,69.846,29,2.7304,unknown,sharpie,71,33,74,77,91,91,70,90,69,87,63,60,64,66,74,81,77,57,54,70,87,73,81,58,39,59
great,78,838,19,19,35,15,15,74.898,71.462,38,3.9424,unknown,sharpie,73,35,74,77,92,92,72,92,71,89,64,62,66,68,76,83,79,59,56,72,88,75,83,60,39,61
starter,79,838,19,19,34,2,4,72.929,69.615,25,1.53,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,40,60
bench,80,838,20,20,8,0,0,76.857,73.462,25,5.5353,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,57,58,74,92,77,85,63,42,64
low,81,838,19,19,12,1,1,76.973,73.615,25,6.0778,unknown,regular,75,38,79,82,96,96,74,94,73,91,67,65,69,71,73,81,76,58,59,74,92,77,85,63,42,64
medium,82,838,21,21,26,6,5,74.741,71.385,25,3.4518,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,66,69,71,78,74,55,56,72,90,75,83,60,41,61
great,83,838,19,19,35,15,15,73.623,70.192,42,3.5961,unknown,regular,72,34,76,79,93,93,71,91,70,88,63,61,65,67,70,77,73,54,55,71,89,74,82,59,38,60
starter,84,838,20,20,34,2,4,73.929,70.615,25,2.0783,regular,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,41,61
bench,85,838,20,20,8,0,0,74.857,71.308,50,6.3086,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,56,72,90,75,83,61,36,62
low,86,838,21,21,12,1,1,74.496,71.0,50,5.189,unknown,regular,73,35,77,80,94,94,72,92,70,88,64,62,66,68,71,78,74,55,56,71,90,75,83,60,37,61
medium,87,838,20,20,26,6,5,76.702,73.231,46,6.1413,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,64,68,70,73,80,76,57,58,74,92,77,85,62,40,64
great,88,838,21,21,35,15,15,72.929,69.615,25,2.0783,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,40,60
starter,89,838,19,19,34,2,4,72.538,69.038,50,4.4041,unknown,regular,71,33,75,78,92,92,70,90,69,86,62,60,64,66,69,76,72,53,54,69,88,73,81,58,35,59
bench,90,838,20,20,8,0,0,76.061,72.577,50,6.1586,unknown,regular,74,36,78,81,96,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,92,76,85,62,39,63
low,91,838,22,22,12,1,1,75.623,72.231,25,3.2268,unknown,regular,74,36,78,81,95,95,73,93,72,90,65,63,67,69,72,79,75,56,57,73,91,76,84,61,41,62
medium,92,838,22,22,26,6,5,69.929,66.577,25,1.0222,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,36,57
great,93,838,22,22,35,15,15,72.423,68.923,39,3.0132,unknown,regular,71,33,75,78,92,92,70,89,69,86,62,60,64,66,68,76,72,52,53,70,88,73,81,58,35,59
starter,94,838,20,20,34,2,4,71.672,68.269,25,2.4938,unknown,regular,70,33,74,77,91,91,69,89,68,86,62,59,63,65,68,76,71,52,52,69,87,72,80,57,36,58
bench,95,838,20,20,8,0,0,72.929,69.577,25,1.1837,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,39,60
low,96,838,22,22,12,1,1,74.741,71.269,25,3.7924,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,62,66,68,71,78,74,55,56,72,90,75,83,61,38,62
medium,97,838,20,20,26,6,5,74.474,70.923,46,3.9251,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,67,71,78,74,54,55,72,90,75,83,60,36,60
great,98,838,21,21,35,15,15,77.212,73.731,25,5.264,unknown,regular,75,38,80,83,97,97,74,95,73,91,67,65,68,71,73,81,77,57,58,74,93,77,86,63,40,64
starter,99,838,22,22,34,2,4,75.929,72.577,25,2.6958,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,91,76,84,62,42,63
bench,100,838,20,20,8,0,0,74.663,71.269,25,3.0017,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,62,66,68,71,78,74,55,56,72,90,75,83,60,40,61
low,101,838,22,22,12,1,1,71.737,68.308,28,1.4608,unknown,sharpie,69,31,73,76,90,90,68,88,67,85,61,59,63,65,72,80,75,55,53,68,86,71,79,57,37,58
medium,102,838,22,22,26,6,5,75.78,72.154,50,5.743,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,67,69,72,79,75,56,57,73,91,76,84,62,35,63
great,103,838,20,20,35,15,15,72.929,69.577,25,0.9298,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,39,60
starter,104,838,21,21,34,2,4,75.164,71.731,25,3.7577,unknown,regular,73,36,77,81,95,95,73,92,71,89,65,63,67,69,71,79,74,55,56,72,91,75,84,61,39,62
bench,105,838,21,21,8,0,0,73.893,70.538,24,0.7278,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,55,71,89,74,82,60,40,61
low,106,838,20,20,12,1,1,69.929,66.577,25,1.1549,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,36,57
medium,107,838,21,21,26,6,5,74.244,70.808,25,2.7304,unknown,sharpie,72,34,75,78,92,92,71,91,70,88,64,61,65,67,75,82,78,58,55,71,88,74,82,59,39,60
great,108,838,20,20,35,15,15,75.767,72.308,22,3.9424,unknown,sharpie,74,36,75,78,93,93,73,93,72,90,65,63,67,69,76,83,79,60,57,73,89,76,84,61,39,62
starter,109,838,20,20,34,2,4,73.929,70.577,25,1.53,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,40,61
bench,110,838,21,21,8,0,0,77.857,74.423,25,5.5353,unknown,regular,76,38,80,83,97,97,75,95,74,92,68,66,70,72,74,81,77,58,59,75,93,78,86,64,42,65
low,111,838,20,20,12,1,1,77.973,74.577,25,6.0778,unknown,regular,76,39,80,83,97,97,75,95,74,92,68,66,70,72,74,82,77,59,60,75,93,78,86,64,42,65
medium,112,838,22,22,26,6,5,75.741,72.346,25,3.4518,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,67,70,72,79,75,56,57,73,91,76,84,61,41,62
great,113,838,20,20,35,15,15,74.623,71.154,25,3.5961,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,55,56,72,90,75,83,60,38,61
starter,114,838,21,21,34,2,4,74.929,71.577,25,2.0783,regular,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,41,62
bench,115,838,21,21,8,0,0,76.779,73.154,48,6.3086,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,70,73,80,76,57,58,74,92,77,85,62,36,64
low,116,838,22,22,12,1,1,76.048,72.5,39,5.189,unknown,regular,74,37,78,81,96,96,73,94,72,90,66,64,67,69,72,80,76,56,57,73,91,77,85,62,37,62
medium,117,838,21,21,26,6,5,77.702,74.192,25,6.1413,unknown,regular,76,38,80,83,97,97,75,95,74,92,68,65,69,71,74,81,77,58,59,75,93,78,86,63,40,65
great,118,838,22,22,35,15,15,73.929,70.577,25,2.0783,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,40,61
starter,119,838,20,20,34,2,4,74.503,70.923,49,4.4041,unknown,regular,73,35,77,80,94,94,72,92,71,88,64,62,66,68,71,78,74,55,55,71,90,75,83,60,35,61
bench,120,838,21,21,8,0,0,77.061,73.538,25,6.1586,unknown,regular,75,37,79,82,97,96,74,94,73,91,67,65,69,71,73,80,76,58,59,74,93,77,86,63,39,64
low,121,838,23,23,12,1,1,76.623,73.192,25,3.2268,unknown,regular,75,37,79,82,96,96,74,94,73,91,66,64,68,70,73,80,76,57,58,74,92,77,85,62,41,63
medium,122,838,23,23,26,6,5,70.929,67.538,25,1.0222,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,36,58
great,123,838,23,23,35,15,15,73.423,69.885,25,3.0132,unknown,regular,72,34,76,79,93,93,71,90,70,87,63,61,65,67,69,77,73,53,54,71,89,74,82,59,35,60
starter,124,838,21,21,34,2,4,72.672,69.231,25,2.4938,unknown,regular,71,34,75,78,92,92,70,90,69,87,63,60,64,66,69,77,72,53,53,70,88,73,81,58,36,59
bench,125,838,21,21,8,0,0,73.929,70.538,25,1.1837,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,39,61
low,126,838,23,23,12,1,1,75.741,72.231,25,3.7924,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,63,67,69,72,79,75,56,57,73,91,76,84,62,38,63
medium,127,838,21,21,26,6,5,75.474,71.885,25,3.9251,unknown,regular,74,36,78,81,95,95,73,93,72,90,65,63,67,68,72,79,75,55,56,73,91,76,84,61,36,61
great,128,838,22,22,35,15,15,78.212,74.692,25,5.264,unknown,regular,76,39,81,84,98,98,75,96,74,92,68,66,69,72,74,82,78,58,59,75,94,78,87,64,40,65
starter,129,838,23,23,34,2,4,76.929,73.538,25,2.6958,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,58,59,74,92,77,85,63,42,64
bench,130,838,21,21,8,0,0,75.663,72.231,25,3.0017,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,63,67,69,72,79,75,56,57,73,91,76,84,61,40,62
low,131,838,23,23,12,1,1,72.737,69.269,25,1.4608,unknown,sharpie,70,32,74,77,91,91,69,89,68,86,62,60,64,66,73,81,76,56,54,69,87,72,80,58,37,59
medium,132,838,23,23,26,6,5,76.78,73.115,25,5.743,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,68,70,73,80,76,57,58,74,92,77,85,63,35,64
great,133,838,21,21,35,15,15,73.929,70.538,25,0.9298,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,39,61
starter,134,838,22,22,34,2,4,76.164,72.692,25,3.7577,unknown,regular,74,37,78,82,96,96,74,93,72,90,66,64,68,70,72,80,75,56,57,73,92,76,85,62,39,63
bench,135,838,22,22,8,0,0,74.822,71.423,23,0.7278,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,55,72,90,75,83,61,40,62
low,136,838,21,21,12,1,1,70.929,67.538,25,1.1549,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,36,58
medium,137,838,22,22,26,6,5,75.244,71.769,25,2.7304,unknown,sharpie,73,35,76,79,93,93,72,92,71,89,65,62,66,68,76,83,79,59,56,72,89,75,83,60,39,61
great,138,838,21,21,35,15,15,76.636,73.154,22,3.9424,unknown,sharpie,75,37,76,79,94,94,74,94,73,91,66,64,68,70,76,83,79,61,58,74,90,77,85,62,39,63
starter,139,838,21,21,34,2,4,74.929,71.538,25,1.53,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,40,62
bench,140,838,22,22,8,0,0,78.857,75.385,25,5.5353,unknown,regular,77,39,81,84,98,98,76,96,75,93,69,67,71,73,75,82,78,59,60,76,94,79,87,65,42,66
low,141,838,21,21,12,1,1,78.973,75.538,25,6.0778,unknown,regular,77,40,81,84,98,98,76,96,75,93,69,67,71,73,75,83,78,60,61,76,94,79,87,65,42,66
medium,142,838,23,23,26,6,5,76.741,73.308,25,3.4518,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,68,71,73,80,76,57,58,74,92,77,85,62,41,63
great,143,838,21,21,35,15,15,75.623,72.115,25,3.5961,unknown,regular,74,36,78,81,95,95,73,93,72,90,65,63,67,69,72,79,75,56,57,73,91,76,84,61,38,62
starter,144,838,22,22,34,2,4,75.929,72.538,25,2.0783,regular,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,91,76,84,62,41,63
bench,145,838,22,22,8,0,0,77.779,74.115,25,6.3086,unknown,regular,76,38,80,83,97,97,75,95,74,92,68,66,70,71,74,81,77,58,59,75,93,78,86,63,36,65
low,146,838,23,23,12,1,1,77.048,73.462,25,5.189,unknown,regular,75,38,79,82,97,97,74,95,73,91,67,65,68,70,73,81,77,57,58,74,92,78,86,63,37,63
medium,147,838,22,22,26,6,5,78.702,75.154,25,6.1413,unknown,regular,77,39,81,84,98,98,76,96,75,93,69,66,70,72,75,82,78,59,60,76,94,79,87,64,40,66
great,148,838,23,23,35,15,15,74.929,71.538,25,2.0783,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,40,62
