scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
great,13,3226,17,17,35,15,15,66.112,64.885,25,1.6319,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,39,72
starter,14,3226,18,18,34,2,4,67.695,66.385,64,5.1659,unknown,regular,68,27,56,62,64,62,58,65,79,63,87,74,88,78,71,67,61,77,81,55,59,86,68,57,39,74
bench,15,3226,18,18,8,0,0,66.928,65.692,20,0.4591,unknown,regular,68,26,55,61,63,61,57,64,78,63,86,74,87,77,70,66,60,76,80,55,58,85,68,57,40,73
low,16,3226,17,17,12,1,1,63.112,61.885,25,0.7642,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,36,69
medium,17,3226,18,18,26,6,5,67.106,65.846,50,3.3793,unknown,sharpie,68,26,54,60,62,60,57,64,78,63,86,74,87,77,72,69,62,78,81,55,57,85,68,57,39,73
great,18,3226,17,17,35,15,15,68.451,67.154,84,6.3695,unknown,sharpie,69,28,55,61,63,61,58,65,79,64,87,75,88,78,75,72,65,81,82,56,58,86,69,58,39,74
starter,19,3226,17,17,34,2,4,67.112,65.885,25,2.1318,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,40,73
bench,20,3226,18,18,8,0,0,69.242,68.0,28,3.4809,unknown,regular,70,29,57,64,66,63,59,66,80,65,88,76,89,79,73,69,63,79,83,57,60,87,70,59,42,75
low,21,3226,17,17,12,1,1,69.814,68.538,42,4.0064,unknown,regular,70,29,58,64,66,64,60,67,81,66,89,77,90,80,73,69,63,79,83,57,61,88,70,60,42,76
medium,22,3226,19,19,26,6,5,69.112,67.846,50,4.3161,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
great,23,3226,17,17,35,15,15,67.157,65.846,76,6.4196,unknown,regular,68,27,55,62,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,38,73
starter,24,3226,18,18,34,2,4,68.157,66.923,26,2.9774,regular,regular,69,28,56,63,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,41,74
bench,25,3226,18,18,8,0,0,64.533,63.231,60,3.9857,unknown,regular,65,24,53,59,61,59,54,62,76,60,83,71,85,74,68,64,58,74,78,52,56,83,65,54,36,70
low,26,3226,19,19,12,1,1,65.112,63.846,50,3.4325,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,37,71
medium,27,3226,18,18,26,6,5,69.491,68.154,84,8.2455,unknown,regular,70,29,57,64,66,64,59,67,81,65,89,76,89,79,73,69,63,79,83,57,61,88,70,59,40,75
great,28,3226,19,19,35,15,15,68.077,66.808,49,3.5988,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
starter,29,3226,17,17,34,2,4,65.04,63.692,98,6.153,unknown,regular,66,24,53,59,61,59,55,62,76,61,84,72,85,75,68,64,59,75,79,53,56,83,66,55,35,71
bench,30,3226,18,18,8,0,0,67.112,65.846,50,3.8757,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
low,31,3226,20,20,12,1,1,69.112,67.846,25,2.1507,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
medium,32,3226,20,20,26,6,5,64.112,62.846,25,1.3522,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
great,33,3226,20,20,35,15,15,67.04,65.615,73,5.2213,unknown,regular,68,26,55,61,63,61,57,64,78,63,86,74,87,77,70,66,61,77,81,55,58,85,68,57,35,73
starter,34,3226,18,18,34,2,4,66.112,64.769,50,3.3589,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
bench,35,3226,18,18,8,0,0,67.112,65.846,25,0.7476,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
low,36,3226,20,20,12,1,1,66.74,65.423,26,2.4902,unknown,regular,67,26,55,62,63,61,57,64,78,63,86,73,87,76,70,66,60,76,80,54,58,85,67,56,38,73
medium,37,3226,18,18,26,6,5,67.655,66.231,63,5.2056,unknown,regular,68,27,56,62,64,62,58,65,79,64,87,74,88,77,71,67,61,77,81,55,59,86,68,57,36,73
great,38,3226,19,19,35,15,15,71.935,70.5,54,8.7627,unknown,regular,72,31,60,67,68,66,62,69,83,68,91,79,92,82,75,71,65,81,85,60,63,90,73,62,40,78
starter,39,3226,20,20,34,2,4,70.242,68.962,25,3.7039,unknown,regular,71,30,58,65,66,64,60,67,81,66,89,77,90,80,74,70,64,80,84,58,61,89,71,60,42,76
bench,40,3226,18,18,8,0,0,68.112,66.846,25,1.8825,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
low,41,3226,20,20,12,1,1,65.273,64.0,26,0.9831,unknown,sharpie,66,25,53,59,61,59,55,62,76,61,84,72,85,75,70,66,60,75,79,53,56,83,66,55,37,71
medium,42,3226,20,20,26,6,5,68.655,67.154,75,7.3739,unknown,regular,69,28,57,63,65,63,59,66,80,65,88,75,89,78,72,68,62,78,82,56,60,87,69,58,35,74
great,43,3226,18,18,35,15,15,67.112,65.846,25,1.527,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
starter,44,3226,19,19,34,2,4,69.695,68.308,50,5.316,unknown,regular,70,29,58,64,66,64,60,67,81,65,89,76,90,80,73,69,63,79,83,57,61,88,70,59,39,76
bench,45,3226,19,19,8,0,0,67.668,66.385,18,0.4589,unknown,regular,68,26,56,62,64,62,58,65,79,64,87,75,88,78,70,67,61,76,80,55,59,86,68,58,40,74
low,46,3226,18,18,12,1,1,64.112,62.846,25,0.7677,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
medium,47,3226,19,19,26,6,5,68.785,67.462,42,3.3589,unknown,sharpie,69,27,55,61,63,61,59,66,80,64,88,76,89,79,75,72,65,81,82,56,58,87,69,58,39,75
great,48,3226,18,18,35,15,15,70.772,69.385,58,6.8844,unknown,sharpie,71,30,57,63,65,63,60,68,82,66,90,77,90,80,78,75,68,84,84,58,60,89,71,60,39,76
starter,49,3226,18,18,34,2,4,68.112,66.846,25,2.0859,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
bench,50,3226,19,19,8,0,0,70.242,68.962,25,3.5007,unknown,regular,71,30,58,65,67,64,60,67,81,66,89,77,90,80,74,70,64,80,84,58,61,88,71,60,42,76
low,51,3226,18,18,12,1,1,70.814,69.5,25,4.0198,unknown,regular,71,30,59,65,67,65,61,68,82,67,90,78,91,81,74,70,64,80,84,58,62,89,71,61,42,77
medium,52,3226,20,20,26,6,5,70.655,69.308,38,4.2608,unknown,regular,71,30,59,65,67,65,61,68,82,67,90,77,91,80,74,70,64,80,84,58,62,89,71,60,41,76
great,53,3226,18,18,35,15,15,69.157,67.769,50,5.6156,unknown,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,38,75
starter,54,3226,19,19,34,2,4,69.157,67.885,25,2.9695,regular,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
bench,55,3226,19,19,8,0,0,66.533,65.154,50,3.9902,unknown,regular,67,26,55,61,63,61,56,64,78,62,85,73,87,76,70,66,60,76,80,54,58,85,67,56,36,72
low,56,3226,20,20,12,1,1,67.112,65.769,50,3.4409,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,37,73
medium,57,3226,19,19,26,6,5,71.491,70.077,50,7.3823,unknown,regular,72,31,59,66,68,66,61,69,83,67,91,78,91,81,75,71,65,81,85,59,63,90,72,61,40,77
great,58,3226,20,20,35,15,15,69.122,67.808,26,3.2413,unknown,regular,70,28,57,64,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,40,75
starter,59,3226,18,18,34,2,4,68.04,66.577,75,6.0399,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,71,67,62,78,82,56,59,86,69,58,35,74
bench,60,3226,19,19,8,0,0,69.04,67.692,48,3.8585,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,78,83,57,60,87,70,59,39,75
low,61,3226,21,21,12,1,1,70.112,68.808,25,2.1459,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
medium,62,3226,21,21,26,6,5,65.112,63.808,25,1.3379,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,36,71
great,63,3226,21,21,35,15,15,69.04,67.538,50,4.9759,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,63,79,83,57,60,87,70,59,35,75
starter,64,3226,19,19,34,2,4,68.04,66.615,48,3.4773,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,71,67,62,78,82,56,59,86,69,58,36,74
bench,65,3226,19,19,8,0,0,68.112,66.808,25,0.7447,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,39,74
low,66,3226,21,21,12,1,1,67.74,66.385,25,2.5148,unknown,regular,68,27,56,63,64,62,58,65,79,64,87,74,88,77,71,67,61,77,81,55,59,86,68,57,38,74
medium,67,3226,19,19,26,6,5,69.655,68.154,50,4.9759,unknown,regular,70,29,58,64,66,64,60,67,81,66,89,76,90,79,73,69,63,79,83,57,61,88,70,59,36,75
great,68,3226,20,20,35,15,15,73.935,72.423,50,9.5477,unknown,regular,74,33,62,69,70,68,64,71,85,70,93,81,94,84,77,73,67,83,87,62,65,92,75,64,40,80
starter,69,3226,21,21,34,2,4,71.242,69.923,25,3.7806,unknown,regular,72,31,59,66,67,65,61,68,82,67,90,78,91,81,75,71,65,81,85,59,62,90,72,61,42,77
bench,70,3226,19,19,8,0,0,69.112,67.808,25,1.8887,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,40,75
low,71,3226,21,21,12,1,1,66.316,65.0,26,0.966,unknown,sharpie,67,26,54,60,62,60,56,63,77,62,85,73,86,76,71,68,61,76,80,54,57,84,67,56,37,72
medium,72,3226,21,21,26,6,5,70.978,69.385,58,7.6064,unknown,regular,72,30,59,66,67,65,61,68,82,67,90,78,91,81,74,71,64,80,84,58,62,89,72,61,35,77
great,73,3226,19,19,35,15,15,68.112,66.808,25,1.6032,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,39,74
starter,74,3226,20,20,34,2,4,71.506,70.038,45,4.9398,unknown,regular,72,30,60,66,68,66,62,69,83,67,91,78,92,81,74,71,65,80,85,59,63,90,72,61,39,77
bench,75,3226,20,20,8,0,0,68.332,67.0,16,0.4582,unknown,regular,68,26,57,63,65,63,59,66,80,65,88,76,89,79,70,68,61,76,80,55,60,87,68,58,40,75
low,76,3226,19,19,12,1,1,65.112,63.808,25,0.7759,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,36,71
medium,77,3226,20,20,26,6,5,69.939,68.577,29,3.2513,unknown,sharpie,70,28,56,62,64,62,60,67,81,65,89,77,90,80,77,74,67,83,83,57,59,88,70,59,39,76
great,78,3226,19,19,35,15,15,72.685,71.231,48,6.987,unknown,sharpie,73,32,59,65,67,65,62,70,84,68,92,79,92,82,80,75,70,86,86,60,62,91,73,62,39,78
starter,79,3226,19,19,34,2,4,69.112,67.808,25,1.9928,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,40,75
bench,80,3226,20,20,8,0,0,71.242,69.923,25,3.4778,unknown,regular,72,31,59,66,68,65,61,68,82,67,90,78,91,81,75,71,65,81,85,59,62,89,72,61,42,77
low,81,3226,19,19,12,1,1,71.814,70.462,25,4.0215,unknown,regular,72,31,60,66,68,66,62,69,83,68,91,79,92,82,75,71,65,81,85,59,63,90,72,62,42,78
medium,82,3226,21,21,26,6,5,71.655,70.269,25,4.1992,unknown,regular,72,31,60,66,68,66,62,69,83,68,91,78,92,81,75,71,65,81,85,59,63,90,72,61,41,77
great,83,3226,19,19,35,15,15,71.157,69.692,50,6.305,unknown,regular,72,31,59,66,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,38,77
starter,84,3226,20,20,34,2,4,70.157,68.846,25,2.8743,regular,regular,71,30,58,65,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
bench,85,3226,20,20,8,0,0,68.533,67.077,50,3.9888,unknown,regular,69,28,57,63,65,63,58,66,80,64,87,75,89,78,72,68,62,78,82,56,60,87,69,58,36,74
low,86,3226,21,21,12,1,1,68.776,67.346,41,3.4714,unknown,regular,69,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,62,78,82,56,60,87,69,58,37,75
medium,87,3226,20,20,26,6,5,73.491,72.0,50,8.0856,unknown,regular,74,33,61,68,70,68,63,71,85,69,93,80,93,83,77,73,67,83,87,61,65,92,74,63,40,79
great,88,3226,21,21,35,15,15,70.122,68.769,25,3.7031,unknown,regular,71,29,58,65,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,40,76
starter,89,3226,19,19,34,2,4,70.04,68.5,50,5.8944,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,73,69,64,80,84,58,61,88,71,60,35,76
bench,90,3226,20,20,8,0,0,70.128,68.731,27,3.9056,unknown,regular,71,29,58,65,66,64,60,67,81,66,89,77,90,80,74,70,64,79,84,58,61,88,71,60,39,76
low,91,3226,22,22,12,1,1,71.112,69.769,25,2.1257,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,41,77
medium,92,3226,22,22,26,6,5,66.112,64.769,25,1.3828,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
great,93,3226,22,22,35,15,15,71.04,69.462,50,5.3458,unknown,regular,72,30,59,65,67,65,61,68,82,67,90,78,91,81,74,70,65,81,85,59,62,89,72,61,35,77
starter,94,3226,20,20,34,2,4,69.17,67.692,28,3.419,unknown,regular,70,28,57,64,65,63,59,66,80,65,88,76,89,79,72,69,63,79,83,57,60,88,70,59,36,75
bench,95,3226,20,20,8,0,0,69.077,67.731,24,0.749,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,39,75
low,96,3226,22,22,12,1,1,68.74,67.346,25,2.4892,unknown,regular,69,28,57,64,65,63,59,66,80,65,88,75,89,78,72,68,62,78,82,56,60,87,69,58,38,75
medium,97,3226,20,20,26,6,5,71.655,70.077,50,5.2827,unknown,regular,72,31,60,66,68,66,62,69,83,68,91,78,92,81,75,71,65,81,85,59,63,90,72,61,36,77
great,98,3226,21,21,35,15,15,74.935,73.385,25,8.959,unknown,regular,75,34,63,70,71,69,65,72,86,71,94,82,95,85,78,74,68,84,88,63,66,93,76,65,40,81
starter,99,3226,22,22,34,2,4,72.242,70.885,25,3.5279,unknown,regular,73,32,60,67,68,66,62,69,83,68,91,79,92,82,76,72,66,82,86,60,63,91,73,62,42,78
bench,100,3226,20,20,8,0,0,70.112,68.769,25,1.8819,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,40,76
low,101,3226,22,22,12,1,1,67.235,65.885,23,0.9713,unknown,sharpie,68,27,54,61,63,60,57,64,78,63,86,74,87,77,72,70,62,77,81,55,57,85,68,57,37,73
medium,102,3226,22,22,26,6,5,72.978,71.308,50,7.2799,unknown,regular,74,32,61,68,69,67,63,70,84,69,92,80,93,83,76,73,66,82,86,60,64,91,74,63,35,79
great,103,3226,20,20,35,15,15,69.112,67.769,25,1.6712,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,39,75
starter,104,3226,21,21,34,2,4,72.506,71.0,25,5.1977,unknown,regular,73,31,61,67,69,67,63,70,84,68,92,79,93,82,75,72,66,81,86,60,64,91,73,62,39,78
bench,105,3226,21,21,8,0,0,68.916,67.538,14,0.4582,unknown,regular,68,26,58,64,66,64,60,67,81,65,89,77,90,80,70,69,61,76,80,55,61,88,68,58,40,75
low,106,3226,20,20,12,1,1,66.112,64.769,25,0.7683,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
medium,107,3226,21,21,26,6,5,70.939,69.538,25,3.5932,unknown,sharpie,71,29,57,63,65,63,61,68,82,66,90,78,91,81,78,75,68,84,84,58,60,89,71,60,39,77
great,108,3226,20,20,35,15,15,73.531,72.038,21,6.4216,unknown,sharpie,74,33,60,66,68,66,63,71,85,69,93,80,93,83,80,75,70,86,87,61,63,92,74,63,39,79
starter,109,3226,20,20,34,2,4,70.112,68.769,25,2.108,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,40,76
bench,110,3226,21,21,8,0,0,72.242,70.885,25,3.4806,unknown,regular,73,32,60,67,69,66,62,69,83,68,91,79,92,82,76,72,66,82,86,60,63,90,73,62,42,78
low,111,3226,20,20,12,1,1,72.814,71.423,25,4.0595,unknown,regular,73,32,61,67,69,67,63,70,84,69,92,80,93,83,76,72,66,82,86,60,64,91,73,63,42,79
medium,112,3226,22,22,26,6,5,72.655,71.231,25,4.5003,unknown,regular,73,32,61,67,69,67,63,70,84,69,92,79,93,82,76,72,66,82,86,60,64,91,73,62,41,78
great,113,3226,20,20,35,15,15,72.409,70.885,31,5.7302,unknown,regular,73,32,60,67,69,67,62,70,84,68,91,79,92,82,76,72,66,82,86,60,63,91,73,62,38,78
starter,114,3226,21,21,34,2,4,71.157,69.808,25,2.9424,regular,regular,72,31,59,66,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,41,77
bench,115,3226,21,21,8,0,0,69.906,68.385,34,3.9868,unknown,regular,70,29,58,65,66,64,60,67,81,66,89,77,90,80,73,70,63,79,83,57,61,89,70,59,36,76
low,116,3226,22,22,12,1,1,69.776,68.308,25,3.4162,unknown,regular,70,29,58,64,66,64,60,67,81,66,89,77,90,80,73,69,63,79,83,57,61,88,70,59,37,76
medium,117,3226,21,21,26,6,5,74.491,72.962,25,8.2367,unknown,regular,75,34,62,69,71,69,64,72,86,70,94,81,94,84,78,74,68,84,88,62,66,93,75,64,40,80
great,118,3226,22,22,35,15,15,71.122,69.731,25,3.5814,unknown,regular,72,30,59,66,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,40,77
starter,119,3226,20,20,34,2,4,72.04,70.423,50,5.7567,unknown,regular,73,31,60,66,68,66,62,69,83,68,91,79,92,82,75,71,66,82,86,60,63,90,73,62,35,78
bench,120,3226,21,21,8,0,0,71.128,69.692,25,3.8583,unknown,regular,72,30,59,66,67,65,61,68,82,67,90,78,91,81,75,71,65,80,85,59,62,89,72,61,39,77
low,121,3226,23,23,12,1,1,72.112,70.731,25,2.1762,unknown,regular,73,32,60,66,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,41,78
medium,122,3226,23,23,26,6,5,67.112,65.731,25,1.334,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,36,73
great,123,3226,23,23,35,15,15,72.085,70.462,26,5.3285,unknown,regular,73,31,60,67,68,66,62,69,83,68,91,79,92,82,75,71,66,82,86,60,63,90,73,62,35,78
starter,124,3226,21,21,34,2,4,70.17,68.654,25,3.4698,unknown,regular,71,29,58,65,66,64,60,67,81,66,89,77,90,80,73,70,64,80,84,58,61,89,71,60,36,76
bench,125,3226,21,21,8,0,0,70.077,68.692,25,0.7461,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,39,76
low,126,3226,23,23,12,1,1,69.74,68.308,25,2.5254,unknown,regular,70,29,58,65,66,64,60,67,81,66,89,76,90,79,73,69,63,79,83,57,61,88,70,59,38,76
medium,127,3226,21,21,26,6,5,72.655,71.038,25,5.2585,unknown,regular,73,32,61,67,69,67,63,70,84,69,92,79,93,82,76,72,66,82,86,60,64,91,73,62,36,78
great,128,3226,22,22,35,15,15,75.89,74.308,24,9.2202,unknown,regular,76,35,64,70,72,70,66,73,87,72,95,83,96,86,79,75,69,85,89,64,67,94,77,66,40,82
starter,129,3226,23,23,34,2,4,73.242,71.846,25,3.6071,unknown,regular,74,33,61,68,69,67,63,70,84,69,92,80,93,83,77,73,67,83,87,61,64,92,74,63,42,79
bench,130,3226,21,21,8,0,0,71.112,69.731,25,1.9024,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,40,77
low,131,3226,23,23,12,1,1,68.069,66.692,21,0.96,unknown,sharpie,69,28,54,62,63,60,58,65,79,64,87,75,88,78,73,71,63,78,82,56,57,86,69,58,37,74
medium,132,3226,23,23,26,6,5,73.978,72.269,25,7.3528,unknown,regular,75,33,62,69,70,68,64,71,85,70,93,81,94,84,77,74,67,83,87,61,65,92,75,64,35,80
great,133,3226,21,21,35,15,15,70.112,68.731,25,1.6251,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,39,76
starter,134,3226,22,22,34,2,4,73.506,71.962,25,5.3626,unknown,regular,74,32,62,68,70,68,64,71,85,69,93,80,94,83,76,73,67,82,87,61,65,92,74,63,39,79
bench,135,3226,22,22,8,0,0,69.088,67.692,4,0.4112,unknown,regular,68,26,58,65,67,64,60,67,81,65,89,77,90,80,70,70,61,76,80,55,61,89,68,58,40,75
low,136,3226,21,21,12,1,1,67.112,65.731,25,0.7572,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,36,73
medium,137,3226,22,22,26,6,5,71.896,70.462,24,3.3506,unknown,sharpie,72,30,58,64,66,64,62,69,83,67,91,79,92,82,79,75,69,85,85,59,61,90,72,61,39,78
great,138,3226,21,21,35,15,15,74.376,72.846,21,6.3472,unknown,sharpie,75,34,61,67,69,67,64,72,86,70,94,81,94,84,80,75,70,86,88,62,64,93,75,64,39,80
starter,139,3226,21,21,34,2,4,71.112,69.731,25,2.0143,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,40,77
bench,140,3226,22,22,8,0,0,73.242,71.846,25,3.1209,unknown,regular,74,33,61,68,70,67,63,70,84,69,92,80,93,83,77,73,67,83,87,61,64,91,74,63,42,79
low,141,3226,21,21,12,1,1,73.814,72.385,25,4.0038,unknown,regular,74,33,62,68,70,68,64,71,85,70,93,81,94,84,77,73,67,83,87,61,65,92,74,64,42,80
medium,142,3226,23,23,26,6,5,73.655,72.192,25,4.6541,unknown,regular,74,33,62,68,70,68,64,71,85,70,93,80,94,83,77,73,67,83,87,61,65,92,74,63,41,79
great,143,3226,21,21,35,15,15,73.409,71.846,25,5.5908,unknown,regular,74,33,61,68,70,68,63,71,85,69,92,80,93,83,77,73,67,83,87,61,64,92,74,63,38,79
starter,144,3226,22,22,34,2,4,72.157,70.769,25,2.7498,regular,regular,73,32,60,67,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,41,78
bench,145,3226,22,22,8,0,0,70.906,69.346,25,3.5505,unknown,regular,71,30,59,66,67,65,61,68,82,67,90,78,91,81,74,71,64,80,84,58,62,90,71,60,36,77
low,146,3226,23,23,12,1,1,70.776,69.269,25,3.4193,unknown,regular,71,30,59,65,67,65,61,68,82,67,90,78,91,81,74,70,64,80,84,58,62,89,71,60,37,77
