scenario,season,pool_count,pool_weighted_overall_mean,pool_weighted_overall_std,pool_avg_skill_mean,pool_avg_skill_std
low,36,2,76.298,0.162,73.558,0.019
low,37,2,74.445,1.621,71.827,1.365
low,38,2,71.808,3.259,69.327,2.904
low,39,2,70.719,3.347,68.288,2.981
low,40,2,67.93,6.003,65.654,5.5
medium,19,2,72.446,2.956,69.731,2.962
medium,20,2,73.946,2.456,71.173,2.481
medium,21,2,75.446,1.956,72.615,2.0
medium,22,2,76.641,1.762,73.769,1.808
medium,23,2,77.641,1.762,74.731,1.808
medium,24,2,78.641,1.762,75.692,1.808
medium,25,2,79.641,1.762,76.654,1.808
medium,26,2,80.358,1.479,77.346,1.538
medium,27,2,81.098,1.219,78.135,1.365
medium,28,2,81.793,0.914,78.808,1.077
medium,29,2,82.403,0.565,79.481,0.673
medium,30,2,82.598,0.369,79.692,0.5
medium,31,2,82.75,0.217,79.846,0.346
medium,32,2,82.946,0.021,80.038,0.154
medium,33,2,82.946,0.021,80.038,0.154
medium,34,2,82.946,0.021,80.038,0.154
medium,35,2,81.965,0.04,79.096,0.173
medium,36,2,81.284,0.082,78.481,0.058
medium,37,2,81.284,0.082,78.481,0.058
medium,38,2,79.78,0.541,77.038,0.385
medium,39,2,77.536,0.473,74.904,0.327
medium,40,2,76.105,0.642,73.558,0.481
great,17,2,72.402,2.0,69.654,2.0
great,18,2,74.402,2.0,71.577,2.0
great,19,2,75.902,1.5,73.019,1.519
great,20,2,77.222,1.18,74.288,1.212
great,21,2,78.222,1.18,75.25,1.212
great,22,2,79.222,1.18,76.212,1.212
great,23,2,80.222,1.18,77.173,1.212
great,24,2,81.203,1.161,78.115,1.192
great,25,2,82.819,1.777,79.788,1.904
great,26,2,83.845,1.966,80.769,2.077
great,27,2,84.564,2.038,81.538,2.077
great,28,2,85.255,1.671,82.212,1.75
great,29,2,85.795,1.131,82.75,1.25
great,30,2,86.039,0.886,83.019,1.019
great,31,2,86.161,0.764,83.173,0.904
great,32,2,86.161,0.764,83.173,0.904
great,33,2,86.161,0.764,83.173,0.904
great,34,2,86.161,0.764,83.173,0.904
great,35,2,86.161,0.764,83.173,0.904
great,36,2,86.161,0.764,83.173,0.904
great,37,2,86.161,0.764,83.173,0.904
great,38,2,85.161,0.764,82.212,0.904
great,39,2,84.279,0.685,81.385,0.808
great,40,2,83.336,0.627,80.5,0.731
starter,17,1,72.402,0.0,69.692,0.0
starter,18,1,73.402,0.0,70.654,0.0
starter,19,1,74.402,0.0,71.615,0.0
starter,20,1,75.402,0.0,72.577,0.0
starter,21,1,76.402,0.0,73.538,0.0
starter,22,1,77.402,0.0,74.5,0.0
starter,23,1,78.402,0.0,75.462,0.0
starter,24,1,79.402,0.0,76.423,0.0
starter,25,1,80.287,0.0,77.269,0.0
starter,26,1,80.68,0.0,77.654,0.0
starter,27,1,80.68,0.0,77.654,0.0
starter,28,1,80.768,0.0,77.769,0.0
starter,29,1,80.768,0.0,77.846,0.0
starter,30,1,80.768,0.0,77.923,0.0
starter,31,1,80.768,0.0,77.962,0.0
starter,32,1,80.768,0.0,77.962,0.0
starter,33,1,80.768,0.0,77.962,0.0
starter,34,1,80.768,0.0,77.962,0.0
starter,35,1,80.768,0.0,77.962,0.0
starter,36,1,80.768,0.0,77.962,0.0
starter,37,1,80.768,0.0,77.962,0.0
starter,38,1,80.768,0.0,77.962,0.0
starter,39,1,80.768,0.0,77.962,0.0
starter,40,1,79.806,0.0,77.038,0.0
bench,19,1,71.622,0.0,68.923,0.0
bench,20,1,72.622,0.0,69.885,0.0
bench,21,1,73.622,0.0,70.846,0.0
bench,22,1,74.622,0.0,71.808,0.0
bench,23,1,75.622,0.0,72.769,0.0
bench,24,1,76.622,0.0,73.731,0.0
bench,25,1,77.622,0.0,74.692,0.0
bench,26,1,78.622,0.0,75.654,0.0
bench,27,1,79.622,0.0,76.615,0.0
bench,28,1,80.507,0.0,77.462,0.0
bench,29,1,80.768,0.0,77.692,0.0
bench,30,1,80.768,0.0,77.692,0.0
bench,31,1,80.768,0.0,77.692,0.0
bench,32,1,80.768,0.0,77.692,0.0
bench,33,1,80.768,0.0,77.692,0.0
bench,34,1,79.25,0.0,76.269,0.0
bench,35,1,78.117,0.0,75.192,0.0
bench,36,1,77.028,0.0,74.154,0.0
bench,37,1,75.429,0.0,72.654,0.0
bench,38,1,72.46,0.0,69.846,0.0
bench,39,1,69.151,0.0,66.731,0.0
bench,40,1,66.51,0.0,64.231,0.0
