scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
low,11,838,19,19,12,1,1,67.675,64.462,19,0.3932,unknown,sharpie,66,28,69,72,86,86,65,85,64,82,58,56,60,62,64,71,67,49,49,65,82,68,76,54,37,55
medium,12,838,19,19,26,6,5,68.321,65.0,85,4.9987,unknown,regular,66,29,70,74,88,88,66,85,65,82,58,56,60,62,65,72,68,49,50,65,83,68,77,54,35,55
great,13,838,17,17,35,15,15,69.929,66.692,25,1.26,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,39,57
starter,14,838,18,18,34,2,4,70.929,67.654,50,3.6628,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
bench,15,838,18,18,8,0,0,69.929,66.731,0,0.1129,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,40,57
low,16,838,17,17,12,1,1,66.857,63.615,23,0.3022,unknown,regular,65,27,69,72,86,86,64,84,63,81,57,55,59,61,63,70,66,47,48,64,82,67,75,53,36,54
medium,17,838,18,18,26,6,5,70.358,67.077,35,2.2871,unknown,sharpie,68,30,72,75,89,89,67,87,66,84,60,58,62,64,69,76,72,52,52,67,85,70,78,56,39,57
great,18,838,17,17,35,15,15,71.958,68.615,75,4.7925,unknown,sharpie,70,32,73,76,90,90,69,89,68,86,61,59,63,65,72,79,75,54,53,68,86,72,80,57,39,58
starter,19,838,17,17,34,2,4,70.929,67.692,25,1.5198,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,40,58
bench,20,838,18,18,8,0,0,72.929,69.692,25,0.8516,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,42,60
low,21,838,17,17,12,1,1,72.929,69.692,25,1.5752,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,42,60
medium,22,838,19,19,26,6,5,72.322,69.077,35,2.9354,unknown,regular,71,33,75,77,92,92,70,89,68,86,62,60,64,66,69,76,71,53,54,69,88,72,81,58,41,59
great,23,838,17,17,35,15,15,70.857,67.538,73,4.9812,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,51,52,68,86,71,79,57,38,58
starter,24,838,18,18,34,2,4,71.929,68.692,25,2.1461,regular,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,41,59
bench,25,838,18,18,8,0,0,66.929,63.692,25,0.983,unknown,regular,65,27,69,72,86,86,64,84,63,81,57,55,59,61,63,70,66,48,49,64,82,67,75,53,36,54
low,26,838,19,19,12,1,1,67.929,64.692,25,1.3569,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,37,55
medium,27,838,18,18,26,6,5,72.78,69.462,71,5.789,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,64,67,69,76,72,53,54,70,88,73,81,58,40,60
great,28,838,19,19,35,15,15,71.623,68.346,42,2.7674,unknown,regular,70,32,74,77,91,91,69,89,68,86,61,59,63,65,68,75,71,52,53,69,87,72,80,57,40,58
starter,29,838,17,17,34,2,4,67.929,64.615,75,4.3914,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,35,55
bench,30,838,18,18,8,0,0,69.929,66.692,25,0.9494,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,39,57
low,31,838,20,20,12,1,1,72.929,69.654,25,0.86,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,41,60
medium,32,838,20,20,26,6,5,67.929,64.654,25,0.9434,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,36,55
great,33,838,20,20,35,15,15,69.746,66.346,51,4.0161,unknown,regular,68,30,72,75,90,89,67,87,66,84,60,57,61,63,66,73,69,50,51,67,85,70,78,56,35,56
starter,34,838,18,18,34,2,4,69.474,66.115,42,2.3614,unknown,regular,68,30,72,75,89,89,67,87,66,84,59,57,61,62,66,73,69,49,50,67,85,70,78,54,36,56
bench,35,838,18,18,8,0,0,70.19,66.923,15,0.1843,unknown,regular,69,31,73,76,90,90,68,88,66,84,59,57,61,63,67,74,70,50,51,67,86,71,79,55,39,56
low,36,838,20,20,12,1,1,69.929,66.654,25,0.9733,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,38,57
medium,37,838,18,18,26,6,5,69.929,66.577,50,3.6356,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,36,57
great,38,838,19,19,35,15,15,74.857,71.462,50,6.6571,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,56,72,90,75,83,61,40,62
starter,39,838,20,20,34,2,4,73.929,70.654,25,2.6256,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,42,61
bench,40,838,18,18,8,0,0,71.785,68.5,23,0.4583,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,51,52,69,87,72,80,58,40,59
low,41,838,20,20,12,1,1,68.42,65.192,19,0.3988,unknown,sharpie,67,29,69,72,86,86,66,86,65,83,59,57,61,63,65,72,68,50,49,66,82,69,77,55,37,56
medium,42,838,20,20,26,6,5,71.25,67.808,73,5.0767,unknown,regular,69,32,73,77,91,91,69,88,68,85,61,59,63,65,68,75,71,51,52,68,86,71,80,57,35,58
great,43,838,18,18,35,15,15,70.929,67.654,25,1.1551,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
starter,44,838,19,19,34,2,4,72.857,69.5,48,3.8129,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,53,54,70,88,73,81,59,39,60
bench,45,838,19,19,8,0,0,69.929,66.731,0,0.1128,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,40,57
low,46,838,18,18,12,1,1,67.785,64.5,23,0.3058,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,47,48,65,83,68,76,54,36,55
medium,47,838,19,19,26,6,5,71.656,68.308,32,2.2668,unknown,sharpie,69,31,73,76,90,90,68,88,67,85,61,59,63,65,72,79,75,54,53,68,86,71,79,57,39,58
great,48,838,18,18,35,15,15,74.125,70.692,54,5.3074,unknown,sharpie,72,34,75,78,92,92,71,91,70,88,63,61,65,67,75,82,78,57,55,70,88,74,82,59,39,60
starter,49,838,18,18,34,2,4,71.929,68.654,25,1.4739,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,40,59
bench,50,838,19,19,8,0,0,73.929,70.654,25,0.865,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,42,61
low,51,838,18,18,12,1,1,73.929,70.654,25,1.5887,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,42,61
medium,52,838,20,20,26,6,5,73.322,70.038,25,2.88,unknown,regular,72,34,76,78,93,93,71,90,69,87,63,61,65,67,70,77,72,54,55,70,89,73,82,59,41,60
great,53,838,18,18,35,15,15,72.857,69.462,50,4.1771,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,53,54,70,88,73,81,59,38,60
starter,54,838,19,19,34,2,4,72.929,69.654,25,2.1382,regular,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,41,60
bench,55,838,19,19,8,0,0,67.929,64.654,25,0.9861,unknown,regular,66,28,70,73,87,87,65,85,64,82,58,56,60,62,64,71,67,49,50,65,83,68,76,54,36,55
low,56,838,20,20,12,1,1,68.929,65.654,25,1.3653,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,37,56
medium,57,838,19,19,26,6,5,74.78,71.385,50,4.9258,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,66,69,71,78,74,55,56,72,90,75,83,60,40,62
great,58,838,20,20,35,15,15,72.623,69.308,25,2.41,unknown,regular,71,33,75,78,92,92,70,90,69,87,62,60,64,66,69,76,72,53,54,70,88,73,81,58,40,59
starter,59,838,18,18,34,2,4,70.321,66.923,60,4.2783,unknown,regular,69,31,72,75,90,90,68,88,67,84,60,58,62,64,66,74,70,51,52,67,85,70,79,56,35,57
bench,60,838,19,19,8,0,0,70.929,67.654,25,0.9378,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,39,58
low,61,838,21,21,12,1,1,73.929,70.615,25,0.8552,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,41,61
medium,62,838,21,21,26,6,5,68.929,65.615,25,0.929,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,36,56
great,63,838,21,21,35,15,15,71.746,68.269,50,3.7706,unknown,regular,70,32,74,77,92,91,69,89,68,86,62,59,63,65,68,75,71,52,53,69,87,72,80,58,35,58
starter,64,838,19,19,34,2,4,70.518,67.154,27,2.4797,unknown,regular,69,32,73,76,90,90,68,88,67,85,60,58,62,63,67,75,70,50,51,68,86,71,79,55,36,57
bench,65,838,19,19,8,0,0,70.67,67.385,12,0.1823,unknown,regular,70,32,74,77,91,91,69,88,66,84,59,57,61,63,67,75,71,50,51,67,87,72,80,55,39,56
low,66,838,21,21,12,1,1,70.929,67.615,25,0.9979,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,38,58
medium,67,838,19,19,26,6,5,71.857,68.423,48,3.4059,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,52,53,69,87,72,80,58,36,59
great,68,838,20,20,35,15,15,76.857,73.385,50,7.4421,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,57,58,74,92,77,85,63,40,64
starter,69,838,21,21,34,2,4,74.929,71.615,25,2.7023,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,42,62
bench,70,838,19,19,8,0,0,72.637,69.308,21,0.4625,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,64,66,69,76,72,51,52,70,88,73,81,59,40,60
low,71,838,21,21,12,1,1,69.166,65.923,19,0.3817,unknown,sharpie,68,30,69,72,86,86,67,87,66,84,60,58,62,64,66,73,69,51,49,67,82,70,78,56,37,57
medium,72,838,21,21,26,6,5,73.25,69.731,50,5.3092,unknown,regular,71,34,75,79,93,93,71,90,70,87,63,61,65,67,70,77,73,53,54,70,88,73,82,59,35,60
great,73,838,19,19,35,15,15,71.929,68.615,25,1.2313,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,39,59
starter,74,838,20,20,34,2,4,73.857,70.462,25,3.4367,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,54,55,71,89,74,82,60,39,61
bench,75,838,20,20,8,0,0,69.929,66.731,0,0.1123,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,40,57
low,76,838,19,19,12,1,1,68.714,65.385,23,0.3139,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,47,48,66,84,69,77,55,36,56
medium,77,838,20,20,26,6,5,72.823,69.423,29,2.1591,unknown,sharpie,70,32,74,77,91,91,69,89,68,86,62,60,64,66,74,81,77,56,54,69,87,72,80,58,39,59
great,78,838,19,19,35,15,15,75.775,72.308,42,5.41,unknown,sharpie,74,36,76,79,93,93,73,93,72,90,65,63,67,69,76,83,79,59,57,72,89,76,84,61,39,62
starter,79,838,19,19,34,2,4,72.929,69.615,25,1.3808,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,40,60
bench,80,838,20,20,8,0,0,74.893,71.577,24,0.8495,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,56,72,90,75,83,61,42,62
low,81,838,19,19,12,1,1,74.929,71.615,25,1.5903,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,42,62
medium,82,838,21,21,26,6,5,74.322,71.0,25,2.8185,unknown,regular,73,35,77,79,94,94,72,91,70,88,64,62,66,68,71,78,73,55,56,71,90,74,83,60,41,61
great,83,838,19,19,35,15,15,74.857,71.385,50,4.8665,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,56,72,90,75,83,61,38,62
starter,84,838,20,20,34,2,4,73.929,70.615,25,2.043,regular,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,41,61
bench,85,838,20,20,8,0,0,68.929,65.615,25,0.9851,unknown,regular,67,29,71,74,88,88,66,86,65,83,59,57,61,63,65,72,68,50,51,66,84,69,77,55,36,56
low,86,838,21,21,12,1,1,69.929,66.615,25,1.3958,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,37,57
medium,87,838,20,20,26,6,5,76.551,73.077,44,5.6291,unknown,regular,75,37,79,82,96,96,74,94,73,91,66,64,68,70,73,80,76,56,57,74,92,77,85,62,40,63
great,88,838,21,21,35,15,15,73.623,70.269,25,2.8718,unknown,regular,72,34,76,79,93,93,71,91,70,88,63,61,65,67,70,77,73,54,55,71,89,74,82,59,40,60
starter,89,838,19,19,34,2,4,72.321,68.846,50,4.1328,unknown,regular,71,33,74,77,92,92,70,90,69,86,62,60,64,66,68,76,72,53,54,69,87,72,81,58,35,59
bench,90,838,20,20,8,0,0,71.929,68.615,25,0.9695,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,39,59
low,91,838,22,22,12,1,1,74.893,71.538,24,0.835,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,56,72,90,75,83,61,41,62
medium,92,838,22,22,26,6,5,69.929,66.577,25,0.9739,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,36,57
great,93,838,22,22,35,15,15,73.746,70.192,50,4.1405,unknown,regular,72,34,76,79,94,93,71,91,70,88,64,61,65,67,70,77,73,54,55,71,89,74,82,60,35,60
starter,94,838,20,20,34,2,4,71.518,68.115,25,2.4215,unknown,regular,70,33,74,77,91,91,69,89,68,86,61,59,63,64,68,76,71,51,52,69,87,72,80,56,36,58
bench,95,838,20,20,8,0,0,70.977,67.692,8,0.1852,unknown,regular,70,33,75,77,92,92,69,89,67,84,59,57,61,63,67,76,71,50,51,67,87,72,81,55,39,56
low,96,838,22,22,12,1,1,71.929,68.577,25,0.9723,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,38,59
medium,97,838,20,20,26,6,5,73.551,70.038,42,3.7127,unknown,regular,72,34,76,79,93,93,71,91,70,88,63,61,65,67,70,77,73,53,54,71,89,74,82,59,36,60
great,98,838,21,21,35,15,15,77.857,74.346,25,6.8534,unknown,regular,76,38,80,83,97,97,75,95,74,92,68,66,70,72,74,81,77,58,59,75,93,78,86,64,40,65
starter,99,838,22,22,34,2,4,75.929,72.577,25,2.4496,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,91,76,84,62,42,63
bench,100,838,20,20,8,0,0,73.409,70.038,19,0.458,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,61,64,67,70,77,73,51,52,71,89,74,82,59,40,60
low,101,838,22,22,12,1,1,69.912,66.654,19,0.387,unknown,sharpie,69,31,69,72,86,86,68,88,67,85,61,59,63,65,67,74,70,52,49,68,82,71,79,57,37,58
medium,102,838,22,22,26,6,5,75.25,71.654,50,4.9827,unknown,regular,73,36,77,81,95,95,73,92,72,89,65,63,67,69,72,79,75,55,56,72,90,75,84,61,35,62
great,103,838,20,20,35,15,15,72.929,69.577,25,1.2992,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,39,60
starter,104,838,21,21,34,2,4,74.857,71.423,25,3.6946,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,55,56,72,90,75,83,61,39,62
bench,105,838,21,21,8,0,0,69.929,66.731,0,0.1123,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,40,57
low,106,838,20,20,12,1,1,69.448,66.077,18,0.3063,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,57,61,63,66,73,69,47,48,67,85,70,78,55,36,56
medium,107,838,21,21,26,6,5,73.86,70.423,26,2.501,unknown,sharpie,71,33,75,78,92,92,70,90,69,87,63,61,65,67,75,82,78,58,55,70,88,73,81,59,39,60
great,108,838,20,20,35,15,15,76.645,73.154,22,4.8447,unknown,sharpie,75,37,77,80,94,94,74,94,73,91,66,64,68,70,76,83,79,60,58,73,90,77,85,62,39,63
starter,109,838,20,20,34,2,4,73.929,70.577,25,1.496,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,40,61
bench,110,838,21,21,8,0,0,75.822,72.462,23,0.8514,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,56,56,73,91,76,84,62,42,63
low,111,838,20,20,12,1,1,75.929,72.577,25,1.6284,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,91,76,84,62,42,63
medium,112,838,22,22,26,6,5,75.322,71.962,25,3.1195,unknown,regular,74,36,78,80,95,95,73,92,71,89,65,63,67,69,72,79,74,56,57,72,91,75,84,61,41,62
great,113,838,20,20,35,15,15,75.857,72.346,25,4.2917,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,56,57,73,91,76,84,62,38,63
starter,114,838,21,21,34,2,4,74.929,71.577,25,2.1111,regular,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,41,62
bench,115,838,21,21,8,0,0,69.929,66.577,25,0.9838,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,36,57
low,116,838,22,22,12,1,1,70.929,67.577,25,1.3406,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,37,58
medium,117,838,21,21,26,6,5,77.551,74.038,25,5.7802,unknown,regular,76,38,80,83,97,97,75,95,74,92,67,65,69,71,74,81,77,57,58,75,93,78,86,63,40,64
great,118,838,22,22,35,15,15,74.623,71.231,25,2.7501,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,55,56,72,90,75,83,60,40,61
starter,119,838,20,20,34,2,4,74.25,70.692,48,3.995,unknown,regular,73,35,76,79,94,94,72,92,71,88,64,62,66,68,70,78,74,54,55,71,89,74,83,60,35,61
bench,120,838,21,21,8,0,0,72.929,69.577,25,0.9377,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,39,60
low,121,838,23,23,12,1,1,75.822,72.423,23,0.8855,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,56,56,73,91,76,84,62,41,63
medium,122,838,23,23,26,6,5,70.929,67.538,25,0.9251,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,36,58
great,123,838,23,23,35,15,15,74.746,71.154,25,4.1232,unknown,regular,73,35,77,80,95,94,72,92,71,89,65,62,66,68,71,78,74,55,56,72,90,75,83,61,35,61
starter,124,838,21,21,34,2,4,72.518,69.077,25,2.4723,unknown,regular,71,34,75,78,92,92,70,90,69,87,62,60,64,65,69,77,72,52,53,70,88,73,81,57,36,59
bench,125,838,21,21,8,0,0,71.065,67.808,3,0.1832,unknown,regular,70,34,75,77,93,92,69,89,67,84,59,57,61,63,67,77,71,50,51,67,87,72,81,55,39,56
low,126,838,23,23,12,1,1,72.929,69.538,25,1.0085,unknown,regular,71,33,75,78,92,92,70,90,69,87,63,61,65,67,69,76,72,54,55,70,88,73,81,59,38,60
medium,127,838,21,21,26,6,5,74.551,71.0,25,3.6884,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,62,66,68,71,78,74,54,55,72,90,75,83,60,36,61
great,128,838,22,22,35,15,15,78.857,75.308,25,7.1146,unknown,regular,77,39,81,84,98,98,76,96,75,93,69,67,71,73,75,82,78,59,60,76,94,79,87,65,40,66
starter,129,838,23,23,34,2,4,76.929,73.538,25,2.5287,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,58,59,74,92,77,85,63,42,64
bench,130,838,21,21,8,0,0,74.142,70.731,18,0.4717,unknown,regular,73,35,77,80,94,94,72,92,71,89,64,61,65,67,71,78,74,51,52,72,90,75,83,59,40,60
low,131,838,23,23,12,1,1,70.464,67.192,14,0.3757,unknown,sharpie,70,32,69,72,86,86,69,89,68,86,62,59,63,65,68,75,71,53,49,69,82,72,80,57,37,58
medium,132,838,23,23,26,6,5,76.25,72.615,25,5.0556,unknown,regular,74,37,78,82,96,96,74,93,73,90,66,64,68,70,73,80,76,56,57,73,91,76,85,62,35,63
great,133,838,21,21,35,15,15,73.929,70.538,25,1.2532,unknown,regular,72,34,76,79,93,93,71,91,70,88,64,62,66,68,70,77,73,55,56,71,89,74,82,60,39,61
starter,134,838,22,22,34,2,4,75.857,72.385,25,3.8595,unknown,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,56,57,73,91,76,84,62,39,63
bench,135,838,22,22,8,0,0,69.929,66.731,0,0.113,unknown,regular,68,30,72,75,89,89,67,87,66,84,60,58,62,64,66,73,69,51,52,67,85,70,78,56,40,57
low,136,838,21,21,12,1,1,70.142,66.731,17,0.2952,unknown,regular,69,31,73,76,90,90,68,88,67,85,60,57,61,63,67,74,70,47,48,68,86,71,79,55,36,56
medium,137,838,22,22,26,6,5,74.86,71.385,25,2.2584,unknown,sharpie,72,34,76,79,93,93,71,91,70,88,64,62,66,68,76,83,79,59,56,71,89,74,82,60,39,61
great,138,838,21,21,35,15,15,77.514,74.0,22,4.7703,unknown,sharpie,76,38,78,81,95,95,75,95,74,92,67,65,69,71,76,83,79,61,59,74,91,78,86,63,39,64
starter,139,838,21,21,34,2,4,74.929,71.538,25,1.4023,unknown,regular,73,35,77,80,94,94,72,92,71,89,65,63,67,69,71,78,74,56,57,72,90,75,83,61,40,62
bench,140,838,22,22,8,0,0,76.556,73.154,18,0.8535,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,64,68,70,73,80,76,56,56,74,92,77,85,62,42,63
low,141,838,21,21,12,1,1,76.929,73.538,25,1.5727,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,58,59,74,92,77,85,63,42,64
medium,142,838,23,23,26,6,5,76.322,72.923,25,3.2733,unknown,regular,75,37,79,81,96,96,74,93,72,90,66,64,68,70,73,80,75,57,58,73,92,76,85,62,41,63
great,143,838,21,21,35,15,15,76.857,73.308,25,4.1524,unknown,regular,75,37,79,82,96,96,74,94,73,91,67,65,69,71,73,80,76,57,58,74,92,77,85,63,38,64
starter,144,838,22,22,34,2,4,75.929,72.538,25,1.9184,regular,regular,74,36,78,81,95,95,73,93,72,90,66,64,68,70,72,79,75,57,58,73,91,76,84,62,41,63
bench,145,838,22,22,8,0,0,70.929,67.538,25,0.9666,unknown,regular,69,31,73,76,90,90,68,88,67,85,61,59,63,65,67,74,70,52,53,68,86,71,79,57,36,58
low,146,838,23,23,12,1,1,71.929,68.538,25,1.3437,unknown,regular,70,32,74,77,91,91,69,89,68,86,62,60,64,66,68,75,71,53,54,69,87,72,80,58,37,59
medium,147,838,22,22,26,6,5,78.551,75.0,25,5.4168,unknown,regular,77,39,81,84,98,98,76,96,75,93,68,66,70,72,75,82,78,58,59,76,94,79,87,64,40,65
great,148,838,23,23,35,15,15,75.623,72.192,25,2.803,unknown,regular,74,36,78,81,95,95,73,93,72,90,65,63,67,69,72,79,75,56,57,73,91,76,84,61,40,62
