scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
medium,22,3226,19,19,26,6,5,68.16,66.923,26,2.9354,unknown,regular,69,28,56,63,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,41,74
great,23,3226,17,17,35,15,15,66.817,65.5,67,4.9812,unknown,regular,67,26,55,61,63,61,57,64,78,63,86,74,87,77,70,66,60,76,80,55,58,85,67,56,38,73
starter,24,3226,18,18,34,2,4,68.116,66.885,25,2.1461,regular,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,41,74
bench,25,3226,18,18,8,0,0,63.116,61.885,25,0.983,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,36,69
low,26,3226,19,19,12,1,1,64.116,62.885,25,1.3569,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,37,70
medium,27,3226,18,18,26,6,5,68.779,67.462,66,5.789,unknown,regular,69,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,62,78,82,56,60,87,69,58,40,75
great,28,3226,19,19,35,15,15,67.203,65.962,27,2.7674,unknown,regular,68,27,55,62,63,61,57,64,78,63,86,74,87,77,71,67,61,77,81,55,58,85,68,57,40,73
starter,29,3226,17,17,34,2,4,64.116,62.808,75,4.3914,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,35,70
bench,30,3226,18,18,8,0,0,66.116,64.885,25,0.9494,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,39,72
low,31,3226,20,20,12,1,1,69.116,67.846,25,0.86,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
medium,32,3226,20,20,26,6,5,64.116,62.846,25,0.9434,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
great,33,3226,20,20,35,15,15,65.743,64.346,51,4.0161,unknown,regular,66,25,54,61,62,60,56,63,77,62,85,73,86,75,69,65,59,75,79,53,57,84,66,55,35,71
starter,34,3226,18,18,34,2,4,65.116,63.769,33,2.3614,unknown,regular,65,24,53,60,62,59,55,62,77,61,85,72,86,75,68,65,58,74,78,52,57,84,65,54,36,71
bench,35,3226,18,18,8,0,0,65.291,64.077,2,0.1843,unknown,regular,66,25,53,61,61,59,55,62,76,61,84,72,85,75,69,66,59,75,79,53,56,83,66,55,39,71
low,36,3226,20,20,12,1,1,66.116,64.846,25,0.9733,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,38,72
medium,37,3226,18,18,26,6,5,66.116,64.769,50,3.6356,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
great,38,3226,19,19,35,15,15,71.081,69.692,50,6.6571,unknown,regular,72,30,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,40,77
starter,39,3226,20,20,34,2,4,70.116,68.846,25,2.6256,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,42,76
bench,40,3226,18,18,8,0,0,67.821,66.538,18,0.4583,unknown,regular,68,26,56,62,64,62,58,65,79,64,87,75,88,78,71,67,61,77,81,55,59,86,69,58,40,74
low,41,3226,20,20,12,1,1,64.624,63.385,19,0.3988,unknown,sharpie,66,23,51,57,59,57,55,62,76,61,84,72,85,75,69,64,59,75,79,53,54,83,66,55,37,71
medium,42,3226,20,20,26,6,5,67.05,65.615,72,5.0767,unknown,regular,68,26,55,62,63,61,57,64,78,63,86,74,87,77,71,66,60,77,80,55,58,85,68,57,35,73
great,43,3226,18,18,35,15,15,67.116,65.846,25,1.1551,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
starter,44,3226,19,19,34,2,4,69.081,67.731,49,3.8129,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,39,75
bench,45,3226,19,19,8,0,0,66.116,64.923,0,0.1128,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,40,72
low,46,3226,18,18,12,1,1,63.633,62.346,17,0.3058,unknown,regular,64,22,52,58,60,58,54,61,75,60,83,71,84,74,66,63,56,72,76,51,55,82,64,54,36,70
medium,47,3226,19,19,26,6,5,67.587,66.308,30,2.2668,unknown,sharpie,68,27,55,61,63,61,57,64,78,63,86,74,87,77,73,70,64,80,81,55,58,85,68,57,39,73
great,48,3226,18,18,35,15,15,69.864,68.5,55,5.3074,unknown,sharpie,70,29,57,63,65,63,59,67,80,65,88,76,89,79,77,74,67,83,83,57,60,87,70,59,39,75
starter,49,3226,18,18,34,2,4,68.116,66.846,25,1.4739,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
bench,50,3226,19,19,8,0,0,70.116,68.846,25,0.865,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,42,76
low,51,3226,18,18,12,1,1,70.116,68.846,25,1.5887,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,42,76
medium,52,3226,20,20,26,6,5,69.16,67.885,25,2.88,unknown,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
great,53,3226,18,18,35,15,15,68.817,67.423,50,4.1771,unknown,regular,69,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,62,78,82,57,60,87,69,58,38,75
starter,54,3226,19,19,34,2,4,69.116,67.846,25,2.1382,regular,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
bench,55,3226,19,19,8,0,0,64.116,62.846,25,0.9861,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
low,56,3226,20,20,12,1,1,65.116,63.846,25,1.3653,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,37,71
medium,57,3226,19,19,26,6,5,70.779,69.385,50,4.9258,unknown,regular,71,30,59,65,67,65,61,68,82,67,90,78,91,81,74,70,64,80,84,58,62,89,71,60,40,77
great,58,3226,20,20,35,15,15,68.203,66.923,25,2.41,unknown,regular,69,28,56,63,64,62,58,65,79,64,87,75,88,78,72,68,62,78,82,56,59,86,69,58,40,74
starter,59,3226,18,18,34,2,4,66.203,64.808,52,4.2783,unknown,regular,67,26,54,61,62,60,56,63,77,62,85,73,86,76,70,66,60,76,80,54,57,84,67,56,35,72
bench,60,3226,19,19,8,0,0,67.116,65.846,25,0.9378,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
low,61,3226,21,21,12,1,1,70.116,68.808,25,0.8552,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
medium,62,3226,21,21,26,6,5,65.116,63.808,25,0.929,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,36,71
great,63,3226,21,21,35,15,15,67.743,66.269,50,3.7706,unknown,regular,68,27,56,63,64,62,58,65,79,64,87,75,88,77,71,67,61,77,81,55,59,86,68,57,35,73
starter,64,3226,19,19,34,2,4,66.116,64.731,25,2.4797,unknown,regular,66,25,54,61,63,60,56,63,78,62,86,73,87,76,69,66,59,75,79,53,58,85,66,55,36,72
bench,65,3226,19,19,8,0,0,65.336,64.115,1,0.1823,unknown,regular,66,25,53,62,61,59,55,62,76,61,84,72,85,75,69,66,59,75,79,53,56,83,66,55,39,71
low,66,3226,21,21,12,1,1,67.116,65.808,25,0.9979,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,38,73
medium,67,3226,19,19,26,6,5,68.081,66.654,49,3.4059,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,36,74
great,68,3226,20,20,35,15,15,73.081,71.615,50,7.4421,unknown,regular,74,32,61,67,69,67,63,70,84,69,92,80,93,83,77,72,67,83,87,61,64,91,74,63,40,79
starter,69,3226,21,21,34,2,4,71.116,69.808,25,2.7023,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,42,77
bench,70,3226,19,19,8,0,0,68.56,67.231,18,0.4625,unknown,regular,68,26,57,63,65,63,59,66,80,65,88,76,89,79,71,68,61,77,81,56,60,87,69,59,40,75
low,71,3226,21,21,12,1,1,65.341,64.077,18,0.3817,unknown,sharpie,67,23,51,57,59,57,56,63,77,62,85,73,86,76,70,65,60,76,79,54,54,84,67,56,37,72
medium,72,3226,21,21,26,6,5,69.05,67.538,50,5.3092,unknown,regular,70,28,57,64,65,63,59,66,80,65,88,76,89,79,73,68,62,79,82,57,60,87,70,59,35,75
great,73,3226,19,19,35,15,15,68.116,66.808,25,1.2313,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,39,74
starter,74,3226,20,20,34,2,4,70.081,68.692,25,3.4367,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,39,76
bench,75,3226,20,20,8,0,0,66.116,64.923,0,0.1123,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,40,72
low,76,3226,19,19,12,1,1,64.372,63.038,18,0.3139,unknown,regular,64,22,53,59,61,59,55,62,76,61,84,72,85,75,66,64,57,72,76,51,56,83,65,54,36,71
medium,77,3226,20,20,26,6,5,68.742,67.423,29,2.1591,unknown,sharpie,69,28,56,62,64,62,58,65,79,64,87,75,88,78,75,72,66,82,82,56,59,86,69,58,39,74
great,78,3226,19,19,35,15,15,71.61,70.192,44,5.41,unknown,sharpie,72,31,58,64,66,64,61,69,82,67,90,78,91,81,79,75,69,85,85,59,61,89,72,61,39,77
starter,79,3226,19,19,34,2,4,69.116,67.808,25,1.3808,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,40,75
bench,80,3226,20,20,8,0,0,71.081,69.769,24,0.8495,unknown,regular,72,30,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,42,77
low,81,3226,19,19,12,1,1,71.116,69.808,25,1.5903,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,42,77
medium,82,3226,21,21,26,6,5,70.16,68.846,25,2.8185,unknown,regular,71,30,58,65,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
great,83,3226,19,19,35,15,15,70.817,69.346,50,4.8665,unknown,regular,71,30,59,65,67,65,61,68,82,67,90,78,91,81,74,70,64,80,84,59,62,89,71,60,38,77
starter,84,3226,20,20,34,2,4,70.116,68.808,25,2.043,regular,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
bench,85,3226,20,20,8,0,0,65.116,63.808,25,0.9851,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,36,71
low,86,3226,21,21,12,1,1,66.116,64.808,25,1.3958,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,37,72
medium,87,3226,20,20,26,6,5,72.298,70.846,38,5.6291,unknown,regular,73,31,60,67,69,67,62,69,83,68,92,79,92,82,76,72,66,82,85,60,63,91,73,62,40,78
great,88,3226,21,21,35,15,15,69.203,67.885,25,2.8718,unknown,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,69,63,79,83,57,60,87,70,59,40,75
starter,89,3226,19,19,34,2,4,68.203,66.731,50,4.1328,unknown,regular,69,28,56,63,64,62,58,65,79,64,87,75,88,78,72,68,62,78,82,56,59,86,69,58,35,74
bench,90,3226,20,20,8,0,0,68.116,66.808,25,0.9695,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,39,74
low,91,3226,22,22,12,1,1,71.081,69.731,24,0.835,unknown,regular,72,30,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,41,77
medium,92,3226,22,22,26,6,5,66.116,64.769,25,0.9739,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
great,93,3226,22,22,35,15,15,69.708,68.154,49,4.1405,unknown,regular,70,28,58,65,66,64,60,67,81,66,89,77,90,79,73,69,63,79,83,57,61,88,70,59,35,75
starter,94,3226,20,20,34,2,4,67.116,65.692,25,2.4215,unknown,regular,67,26,55,62,64,61,57,64,79,63,87,74,88,77,70,67,60,76,80,54,59,86,67,56,36,73
bench,95,3226,20,20,8,0,0,65.381,64.154,1,0.1852,unknown,regular,66,25,53,63,61,59,55,62,76,61,84,72,85,75,69,66,59,75,79,53,56,83,66,55,39,71
low,96,3226,22,22,12,1,1,68.116,66.769,25,0.9723,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,38,74
medium,97,3226,20,20,26,6,5,69.623,68.115,38,3.7127,unknown,regular,70,28,58,64,66,64,60,67,81,66,89,76,90,79,73,69,63,79,83,57,61,88,70,59,36,75
great,98,3226,21,21,35,15,15,74.081,72.577,25,6.8534,unknown,regular,75,33,62,68,70,68,64,71,85,70,93,81,94,84,78,73,68,84,88,62,65,92,75,64,40,80
starter,99,3226,22,22,34,2,4,72.116,70.769,25,2.4496,unknown,regular,73,32,60,66,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,42,78
bench,100,3226,20,20,8,0,0,69.183,67.808,15,0.458,unknown,regular,68,26,58,64,66,64,60,67,81,66,89,77,90,80,71,69,61,77,81,56,61,88,69,59,40,75
low,101,3226,22,22,12,1,1,65.943,64.654,15,0.387,unknown,sharpie,67,23,51,57,59,57,57,64,78,63,86,74,87,77,71,66,61,77,79,54,54,85,67,57,37,73
medium,102,3226,22,22,26,6,5,71.05,69.462,50,4.9827,unknown,regular,72,30,59,66,67,65,61,68,82,67,90,78,91,81,75,70,64,81,84,59,62,89,72,61,35,77
great,103,3226,20,20,35,15,15,69.116,67.769,25,1.2992,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,39,75
starter,104,3226,21,21,34,2,4,71.081,69.654,25,3.6946,unknown,regular,72,30,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,39,77
bench,105,3226,21,21,8,0,0,66.116,64.923,0,0.1123,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,40,72
low,106,3226,20,20,12,1,1,65.034,63.654,16,0.3063,unknown,regular,64,22,54,60,62,60,56,63,77,62,85,73,86,76,66,65,57,72,76,51,57,84,65,54,36,72
medium,107,3226,21,21,26,6,5,69.822,68.462,27,2.501,unknown,sharpie,70,29,57,63,65,63,59,66,80,65,88,76,89,79,77,74,67,83,83,57,60,87,70,59,39,75
great,108,3226,20,20,35,15,15,72.567,71.115,24,4.8447,unknown,sharpie,73,32,59,65,67,65,62,70,83,68,91,79,92,82,80,75,70,86,86,60,62,90,73,62,39,78
starter,109,3226,20,20,34,2,4,70.116,68.769,25,1.496,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,40,76
bench,110,3226,21,21,8,0,0,71.859,70.5,19,0.8514,unknown,regular,72,30,60,66,68,66,62,69,83,68,91,79,92,82,75,71,65,81,85,60,63,90,73,62,42,78
low,111,3226,20,20,12,1,1,72.116,70.769,25,1.6284,unknown,regular,73,32,60,66,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,42,78
medium,112,3226,22,22,26,6,5,71.16,69.808,25,3.1195,unknown,regular,72,31,59,66,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,41,77
great,113,3226,20,20,35,15,15,71.817,70.308,25,4.2917,unknown,regular,72,31,60,66,68,66,62,69,83,68,91,79,92,82,75,71,65,81,85,60,63,90,72,61,38,78
starter,114,3226,21,21,34,2,4,71.116,69.769,25,2.1111,regular,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,41,77
bench,115,3226,21,21,8,0,0,66.116,64.769,25,0.9838,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,36,72
low,116,3226,22,22,12,1,1,67.116,65.769,25,1.3406,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,37,73
medium,117,3226,21,21,26,6,5,73.298,71.808,25,5.7802,unknown,regular,74,32,61,68,70,68,63,70,84,69,93,80,93,83,77,73,67,83,86,61,64,92,74,63,40,79
great,118,3226,22,22,35,15,15,70.203,68.846,25,2.7501,unknown,regular,71,30,58,65,66,64,60,67,81,66,89,77,90,80,74,70,64,80,84,58,61,88,71,60,40,76
starter,119,3226,20,20,34,2,4,69.905,68.346,42,3.995,unknown,regular,70,29,58,65,66,64,60,67,81,66,89,77,90,80,73,70,63,79,83,57,61,88,70,60,35,76
bench,120,3226,21,21,8,0,0,69.116,67.769,25,0.9377,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,39,75
low,121,3226,23,23,12,1,1,71.971,70.577,22,0.8855,unknown,regular,73,30,60,66,68,66,62,69,83,68,91,79,92,82,76,71,65,81,86,60,63,90,73,62,41,78
medium,122,3226,23,23,26,6,5,67.116,65.731,25,0.9251,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,36,73
great,123,3226,23,23,35,15,15,70.708,69.115,25,4.1232,unknown,regular,71,29,59,66,67,65,61,68,82,67,90,78,91,80,74,70,64,80,84,58,62,89,71,60,35,76
starter,124,3226,21,21,34,2,4,68.116,66.654,25,2.4723,unknown,regular,68,27,56,63,65,62,58,65,80,64,88,75,89,78,71,68,61,77,81,55,60,87,68,57,36,74
bench,125,3226,21,21,8,0,0,65.425,64.192,1,0.1832,unknown,regular,66,25,53,64,61,59,55,62,76,61,84,72,85,75,69,66,59,75,79,53,56,83,66,55,39,71
low,126,3226,23,23,12,1,1,69.116,67.731,25,1.0085,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,38,75
medium,127,3226,21,21,26,6,5,70.623,69.077,25,3.6884,unknown,regular,71,29,59,65,67,65,61,68,82,67,90,77,91,80,74,70,64,80,84,58,62,89,71,60,36,76
great,128,3226,22,22,35,15,15,75.081,73.538,25,7.1146,unknown,regular,76,34,63,69,71,69,65,72,86,71,94,82,95,85,79,74,69,85,89,63,66,93,76,65,40,81
starter,129,3226,23,23,34,2,4,73.116,71.731,25,2.5287,unknown,regular,74,33,61,67,69,67,63,70,84,69,92,80,93,83,77,72,67,83,87,61,64,91,74,63,42,79
bench,130,3226,21,21,8,0,0,69.685,68.269,12,0.4717,unknown,regular,68,26,59,65,67,65,60,68,82,66,90,77,91,80,71,70,61,77,81,56,62,89,69,59,40,76
low,131,3226,23,23,12,1,1,66.507,65.192,14,0.3757,unknown,sharpie,67,23,51,57,59,57,58,65,79,64,87,75,88,78,72,67,62,78,79,54,54,86,67,57,37,74
medium,132,3226,23,23,26,6,5,72.05,70.423,25,5.0556,unknown,regular,73,31,60,67,68,66,62,69,83,68,91,79,92,82,76,71,65,82,85,60,63,90,73,62,35,78
great,133,3226,21,21,35,15,15,70.116,68.731,25,1.2532,unknown,regular,71,30,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,39,76
starter,134,3226,22,22,34,2,4,72.081,70.615,25,3.8595,unknown,regular,73,31,60,66,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,39,78
bench,135,3226,22,22,8,0,0,66.116,64.923,0,0.113,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,40,72
low,136,3226,21,21,12,1,1,65.496,64.077,11,0.2952,unknown,regular,64,22,55,61,63,61,56,64,78,62,86,73,87,76,66,66,57,72,76,51,58,85,65,54,36,72
medium,137,3226,22,22,26,6,5,70.822,69.423,25,2.2584,unknown,sharpie,71,30,58,64,66,64,60,67,81,66,89,77,90,80,78,75,68,84,84,58,61,88,71,60,39,76
great,138,3226,21,21,35,15,15,73.412,71.923,21,4.7703,unknown,sharpie,74,33,60,66,68,66,63,71,84,69,92,80,93,83,80,75,70,86,87,61,63,91,74,63,39,79
starter,139,3226,21,21,34,2,4,71.116,69.731,25,1.4023,unknown,regular,72,31,59,65,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,89,72,61,40,77
bench,140,3226,22,22,8,0,0,72.597,71.192,18,0.8535,unknown,regular,73,30,61,67,69,67,63,70,84,69,92,80,93,83,75,72,66,81,85,60,64,91,73,62,42,79
low,141,3226,21,21,12,1,1,73.116,71.731,25,1.5727,unknown,regular,74,33,61,67,69,67,63,70,84,69,92,80,93,83,77,72,67,83,87,61,64,91,74,63,42,79
medium,142,3226,23,23,26,6,5,72.16,70.769,25,3.2733,unknown,regular,73,32,60,67,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,41,78
great,143,3226,21,21,35,15,15,72.817,71.269,25,4.1524,unknown,regular,73,32,61,67,69,67,63,70,84,69,92,80,93,83,76,72,66,82,86,61,64,91,73,62,38,79
starter,144,3226,22,22,34,2,4,72.116,70.731,25,1.9184,regular,regular,73,32,60,66,68,66,62,69,83,68,91,79,92,82,76,71,66,82,86,60,63,90,73,62,41,78
bench,145,3226,22,22,8,0,0,67.116,65.731,25,0.9666,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,36,73
low,146,3226,23,23,12,1,1,68.116,66.731,25,1.3437,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,37,74
