scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
medium,87,3226,17,17,26,6,5,66.631,65.269,113,8.0975,unknown,regular,67,26,55,61,63,61,57,64,78,62,86,74,86,76,70,66,60,76,80,54,58,85,67,56,36,73
great,88,3226,18,18,35,15,15,67.087,65.885,25,1.4171,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,40,73
starter,89,3226,18,18,34,2,4,68.906,67.615,70,6.1502,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,62,78,82,57,60,87,70,59,40,75
bench,90,3226,18,18,8,0,0,67.087,65.846,50,3.6763,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
zero,91,3226,19,19,0,0,0,64.087,62.885,25,1.7747,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,37,70
low,92,3226,19,19,12,1,1,69.087,67.885,25,2.1569,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,42,75
medium,93,3226,17,17,26,6,5,62.087,60.885,25,1.0955,late_bloomer,regular,63,22,50,56,58,56,52,59,73,58,81,69,82,72,66,61,56,72,76,50,53,80,63,52,35,68
great,94,3226,19,19,35,15,15,66.673,65.346,89,6.6643,unknown,regular,67,26,55,61,63,61,57,64,78,62,86,74,87,76,70,66,60,76,80,54,58,85,67,56,37,73
starter,95,3226,19,19,34,2,4,67.087,65.885,25,2.3266,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,40,73
bench,96,3226,19,19,8,0,0,67.979,66.769,22,0.5583,unknown,regular,69,27,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,77,81,56,59,86,69,58,41,74
zero,97,3226,19,19,0,0,0,69.087,67.885,25,1.303,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,42,75
low,98,3226,18,18,12,1,1,66.087,64.846,50,3.4843,unknown,regular,67,26,54,60,62,60,56,63,77,62,85,73,86,76,70,65,60,76,80,54,57,84,67,56,38,72
medium,99,3226,19,19,26,6,5,63.087,61.885,25,1.0047,decliner,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,36,69
great,100,3226,18,18,35,15,15,70.052,68.769,74,7.3878,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,41,76
zero,101,3226,20,20,0,0,0,69.087,67.846,25,1.9683,unknown,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
low,102,3226,20,20,12,1,1,64.087,62.846,25,0.6886,unknown,regular,65,24,52,58,60,58,54,61,75,60,83,71,84,74,68,63,58,74,78,52,55,82,65,54,36,70
medium,103,3226,20,20,26,6,5,65.753,64.385,50,3.586,unknown,regular,66,25,54,60,62,60,56,63,77,62,85,73,86,76,69,65,59,75,79,53,57,84,66,55,35,72
great,104,3226,18,18,35,15,15,66.629,65.269,50,4.3867,unknown,regular,67,26,54,61,63,61,56,64,78,63,86,73,87,77,70,66,60,76,80,54,58,85,67,57,36,72
starter,105,3226,18,18,34,2,4,67.087,65.846,25,1.6933,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
bench,106,3226,20,20,8,0,0,66.259,65.0,25,2.3869,unknown,regular,67,26,55,61,62,60,56,63,77,62,85,73,86,76,70,66,60,76,80,54,58,84,67,56,38,72
zero,107,3226,18,18,0,0,0,65.166,63.846,32,2.3943,unknown,regular,65,24,53,60,62,60,55,63,77,61,84,72,86,75,68,65,58,74,78,53,56,83,66,55,36,71
low,108,3226,19,19,12,1,1,69.146,67.846,28,3.5074,unknown,regular,70,28,57,64,65,64,59,66,80,65,88,76,89,79,73,69,63,78,83,57,60,87,70,59,40,75
medium,109,3226,20,20,26,6,5,70.132,68.885,25,3.3711,unknown,regular,71,30,58,65,66,64,60,67,81,66,89,77,90,80,74,69,64,80,84,58,61,88,71,60,42,76
great,110,3226,18,18,35,15,15,70.26,68.923,50,4.727,unknown,regular,71,30,58,65,66,65,60,67,81,66,89,77,90,80,74,70,64,80,84,58,61,89,71,60,40,76
starter,111,3226,20,20,34,2,4,65.517,64.269,30,1.9914,unknown,sharpie,66,25,53,59,61,59,55,62,76,61,84,72,85,75,71,68,62,77,79,53,56,83,66,55,37,71
bench,112,3226,20,20,8,0,0,65.259,63.923,50,3.6273,unknown,regular,66,25,54,60,61,59,55,62,76,61,84,72,85,75,69,65,59,75,79,53,56,84,66,55,35,71
zero,113,3226,18,18,0,0,0,67.016,65.769,23,0.5672,unknown,regular,68,26,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,76,81,55,58,85,68,57,39,73
low,114,3226,19,19,12,1,1,67.218,65.962,25,2.5088,unknown,regular,68,27,55,62,64,61,57,64,78,63,86,74,87,77,71,67,61,77,81,55,58,85,68,57,39,73
medium,115,3226,19,19,26,6,5,68.087,66.846,25,0.9424,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
great,116,3226,18,18,35,15,15,64.552,63.269,25,1.925,unknown,regular,65,24,53,59,61,59,54,62,76,60,84,71,85,74,68,64,58,74,78,52,56,83,65,54,36,70
starter,117,3226,19,19,34,2,4,68.945,67.654,46,3.9214,unknown,sharpie,69,28,55,61,63,61,59,66,80,65,88,76,89,79,75,72,65,81,82,57,58,87,70,59,39,75
bench,118,3226,18,18,8,0,0,67.56,66.308,30,2.4689,unknown,sharpie,68,27,55,61,63,61,57,64,78,63,86,74,87,77,74,71,63,79,81,55,58,85,68,57,39,73
zero,119,3226,18,18,0,0,0,68.087,66.846,25,0.9333,unknown,regular,69,28,56,62,64,62,58,65,79,64,87,75,88,78,72,67,62,78,82,56,59,86,69,58,40,74
low,120,3226,19,19,12,1,1,70.468,69.192,25,3.6886,unknown,regular,71,30,59,65,67,64,60,68,81,66,90,77,91,80,74,70,64,80,84,58,62,89,71,60,42,76
medium,121,3226,18,18,26,6,5,72.979,71.615,50,7.6834,unknown,regular,74,32,61,67,69,67,63,70,84,69,92,80,93,83,76,72,67,82,87,61,64,91,74,63,42,79
great,122,3226,20,20,35,15,15,71.174,69.846,50,5.5217,unknown,regular,72,31,59,66,67,65,61,68,82,67,90,78,91,81,75,70,65,81,85,59,62,90,72,61,41,77
starter,123,3226,18,18,34,2,4,68.83,67.462,50,5.0933,unknown,regular,69,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,62,78,82,56,60,87,70,59,38,75
bench,124,3226,19,19,8,0,0,69.087,67.846,25,1.3169,regular,regular,70,29,57,63,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
zero,125,3226,19,19,0,0,0,66.302,64.962,50,3.8483,unknown,regular,67,26,54,61,63,61,56,63,77,62,85,73,86,76,70,66,60,76,80,54,57,85,67,56,36,72
low,126,3226,20,20,12,1,1,67.052,65.731,49,3.4065,unknown,regular,68,26,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,37,73
medium,127,3226,19,19,26,6,5,71.632,70.231,58,8.3148,unknown,regular,72,31,60,66,68,66,61,69,83,68,91,78,92,82,75,71,65,81,85,59,63,90,72,61,40,77
great,128,3226,20,20,35,15,15,69.147,67.846,28,3.4601,unknown,regular,70,28,57,64,65,63,59,66,80,65,88,76,89,79,73,69,63,78,83,57,60,88,70,59,40,75
starter,129,3226,18,18,34,2,4,67.672,66.231,75,6.2363,unknown,regular,68,27,56,62,64,62,57,65,79,63,87,75,88,78,71,67,61,77,81,55,59,86,68,57,35,74
bench,130,3226,19,19,8,0,0,68.941,67.615,46,3.8594,unknown,regular,70,28,57,63,65,63,59,66,80,65,88,76,89,79,72,68,63,78,83,56,60,87,70,59,39,75
zero,131,3226,18,18,0,0,0,63.087,61.846,25,0.789,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,35,69
low,132,3226,19,19,12,1,1,65.087,63.846,25,1.0481,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,37,71
medium,133,3226,19,19,26,6,5,69.933,68.5,80,8.0836,unknown,sharpie,70,29,56,62,64,62,59,67,80,66,89,76,90,79,78,75,68,84,83,57,59,88,70,59,36,75
great,134,3226,19,19,35,15,15,70.016,68.654,50,5.3851,unknown,regular,71,29,58,64,66,64,60,67,81,66,89,77,90,80,74,69,64,79,84,58,61,88,71,60,39,76
starter,135,3226,20,20,34,2,4,67.919,66.5,68,5.5921,unknown,regular,68,27,56,63,64,62,58,65,79,64,87,75,88,78,71,68,61,77,81,55,59,86,69,58,36,74
bench,136,3226,19,19,8,0,0,67.087,65.846,25,0.8289,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
zero,137,3226,18,18,0,0,0,63.087,61.846,25,1.3276,unknown,regular,64,23,51,57,59,57,53,60,74,59,82,70,83,73,67,62,57,73,77,51,54,81,64,53,35,69
low,138,3226,20,20,12,1,1,67.087,65.846,25,0.9637,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
medium,139,3226,20,20,26,6,5,65.087,63.846,25,1.1228,unknown,regular,66,25,53,59,61,59,55,62,76,61,84,72,85,75,69,64,59,75,79,53,56,83,66,55,37,71
great,140,3226,20,20,35,15,15,65.753,64.385,50,4.0201,unknown,regular,66,25,54,60,62,60,56,63,77,62,85,73,86,76,69,65,59,75,79,53,57,84,66,55,35,72
starter,141,3226,19,19,34,2,4,68.342,67.0,50,4.0912,unknown,regular,69,28,56,63,64,63,58,66,80,64,87,75,88,78,72,68,62,78,82,56,60,86,69,58,38,74
bench,142,3226,18,18,8,0,0,69.132,67.885,25,2.8833,unknown,regular,70,29,57,64,65,63,59,66,80,65,88,76,89,79,73,68,63,79,83,57,60,87,70,59,41,75
zero,143,3226,19,19,0,0,0,67.087,65.846,25,1.9472,unknown,regular,68,27,55,61,63,61,57,64,78,63,86,74,87,77,71,66,61,77,81,55,58,85,68,57,39,73
low,144,3226,20,20,12,1,1,65.835,64.577,22,0.4335,decliner,regular,67,24,54,60,62,60,56,63,77,62,85,73,86,76,69,65,59,74,79,54,57,84,67,56,38,72
medium,145,3226,18,18,26,6,5,70.283,69.038,26,1.8385,unknown,sharpie,71,30,58,64,66,64,60,67,81,66,89,77,90,80,75,71,65,81,84,58,61,88,71,60,42,76
great,146,3226,19,19,35,15,15,66.716,65.231,57,3.8184,unknown,genetic_freak,66,25,60,67,67,65,55,63,77,61,85,73,86,76,68,64,58,74,79,53,62,84,66,55,35,72
