scenario,run_id,seed_player_id,season,age,games,goals,assists,weighted_overall,avg_skill,total_skill_change,final_multiplier,profile_name,trait_name,skill_attack,skill_defense,skill_balance,skill_stamina,skill_top_speed,skill_acceleration,skill_response,skill_agility,skill_dribble_accuracy,skill_dribble_speed,skill_short_pass_accuracy,skill_short_pass_speed,skill_long_pass_accuracy,skill_long_pass_speed,skill_shot_accuracy,skill_shot_power,skill_shot_technique,skill_free_kick_accuracy,skill_swerve,skill_heading,skill_jump,skill_technique,skill_aggression,skill_mentality,skill_goal_keeping,skill_team_work
low,22,147,21,21,12,1,1,71.402,68.615,25,0.6834,unknown,regular,69,41,62,83,75,75,75,81,82,77,77,72,71,69,68,68,67,64,68,52,71,80,76,61,36,64
medium,23,147,21,21,26,6,5,74.326,71.385,50,3.9993,unknown,regular,72,44,65,86,78,78,78,84,85,80,80,75,74,72,71,71,70,67,71,54,74,83,79,63,35,67
great,24,147,19,19,35,15,15,75.001,72.077,50,4.1688,unknown,regular,73,45,65,87,79,79,78,85,86,81,81,75,75,72,72,72,71,67,71,55,74,84,80,64,36,67
starter,25,147,19,19,34,2,4,74.402,71.615,25,1.6275,unknown,regular,72,44,65,86,78,78,78,84,85,80,80,75,74,72,71,71,70,67,71,55,74,83,79,64,39,67
bench,26,147,21,21,8,0,0,73.836,71.038,25,2.3831,unknown,regular,71,44,64,86,78,78,77,84,85,79,80,74,74,71,70,71,69,66,71,54,73,83,78,63,38,66
zero,27,147,19,19,0,0,0,72.923,70.077,25,2.3943,unknown,regular,71,43,64,85,77,77,77,83,84,79,79,73,73,70,69,70,68,65,69,52,72,82,77,62,36,65
low,28,147,20,20,12,1,1,76.665,73.846,25,3.4528,unknown,regular,74,47,67,89,81,80,80,86,88,82,83,77,77,74,73,73,72,69,73,57,76,86,81,66,40,69
medium,29,147,21,21,26,6,5,77.535,74.769,25,3.2695,unknown,regular,75,48,68,89,81,81,81,87,89,83,84,78,77,75,74,74,73,70,74,58,77,87,82,67,42,70
great,30,147,19,19,35,15,15,78.165,75.269,43,4.8696,unknown,regular,76,48,69,90,82,82,82,88,89,84,84,79,78,76,74,75,74,70,75,58,77,87,83,67,40,70
zero,31,147,22,22,0,0,0,77.402,74.577,25,1.7747,unknown,regular,75,47,68,89,81,81,81,87,88,83,83,78,77,75,74,74,73,70,74,58,77,86,82,67,41,70
low,32,147,22,22,12,1,1,72.402,69.577,25,0.6693,unknown,regular,70,42,63,84,76,76,76,82,83,78,78,73,72,70,69,69,68,65,69,53,72,81,77,62,36,65
medium,33,147,22,22,26,6,5,76.007,73.0,42,3.6508,unknown,regular,74,46,67,88,80,80,79,86,87,82,82,77,76,73,72,73,72,68,73,55,76,85,80,64,35,68
great,34,147,20,20,35,15,15,77.001,74.0,50,4.4371,unknown,regular,75,47,67,89,81,81,80,87,88,83,83,77,77,74,74,74,73,69,73,57,76,86,82,66,36,69
starter,35,147,20,20,34,2,4,75.402,72.577,25,1.5341,unknown,regular,73,45,66,87,79,79,79,85,86,81,81,76,75,73,72,72,71,68,72,56,75,84,80,65,39,68
bench,36,147,22,22,8,0,0,74.836,72.0,25,2.1494,unknown,regular,72,45,65,87,79,79,78,85,86,80,81,75,75,72,71,72,70,67,72,55,74,84,79,64,38,67
zero,37,147,20,20,0,0,0,73.923,71.038,25,2.3943,unknown,regular,72,44,65,86,78,78,78,84,85,80,80,74,74,71,70,71,69,66,70,53,73,83,78,63,36,66
low,38,147,21,21,12,1,1,77.665,74.808,25,3.5189,unknown,regular,75,48,68,90,82,81,81,87,89,83,84,78,78,75,74,74,73,70,74,58,77,87,82,67,40,70
medium,39,147,22,22,26,6,5,78.535,75.731,25,3.4877,unknown,regular,76,49,69,90,82,82,82,88,90,84,85,79,78,76,75,75,74,71,75,59,78,88,83,68,42,71
great,40,147,20,20,35,15,15,79.165,76.231,25,5.1921,unknown,regular,77,49,70,91,83,83,83,89,90,85,85,80,79,77,75,76,75,71,76,59,78,88,84,68,40,71
zero,41,147,23,23,0,0,0,78.402,75.538,25,1.7747,unknown,regular,76,48,69,90,82,82,82,88,89,84,84,79,78,76,75,75,74,71,75,59,78,87,83,68,41,71
low,42,147,23,23,12,1,1,73.402,70.538,25,0.6867,unknown,regular,71,43,64,85,77,77,77,83,84,79,79,74,73,71,70,70,69,66,70,54,73,82,78,63,36,66
medium,43,147,23,23,26,6,5,77.007,73.962,25,3.7378,unknown,regular,75,47,68,89,81,81,80,87,88,83,83,78,77,74,73,74,73,69,74,56,77,86,81,65,35,69
great,44,147,21,21,35,15,15,78.001,74.962,25,4.0275,unknown,regular,76,48,68,90,82,82,81,88,89,84,84,78,78,75,75,75,74,70,74,58,77,87,83,67,36,70
starter,45,147,21,21,34,2,4,76.402,73.538,25,1.5996,unknown,regular,74,46,67,88,80,80,80,86,87,82,82,77,76,74,73,73,72,69,73,57,76,85,81,66,39,69
bench,46,147,23,23,8,0,0,75.836,72.962,25,2.1477,unknown,regular,73,46,66,88,80,80,79,86,87,81,82,76,76,73,72,73,71,68,73,56,75,85,80,65,38,68
zero,47,147,21,21,0,0,0,74.923,72.0,25,2.3943,unknown,regular,73,45,66,87,79,79,79,85,86,81,81,75,75,72,71,72,70,67,71,54,74,84,79,64,36,67
low,48,147,22,22,12,1,1,78.665,75.769,25,3.4844,unknown,regular,76,49,69,91,83,82,82,88,90,84,85,79,79,76,75,75,74,71,75,59,78,88,83,68,40,71
medium,49,147,23,23,26,6,5,79.535,76.692,25,3.2553,unknown,regular,77,50,70,91,83,83,83,89,91,85,86,80,79,77,76,76,75,72,76,60,79,89,84,69,42,72
great,50,147,21,21,35,15,15,80.165,77.192,25,4.9649,unknown,regular,78,50,71,92,84,84,84,90,91,86,86,81,80,78,76,77,76,72,77,60,79,89,85,69,40,72
zero,51,147,24,24,0,0,0,79.402,76.5,25,1.5811,unknown,regular,77,49,70,91,83,83,83,89,90,85,85,80,79,77,76,76,75,72,76,60,79,88,84,69,41,72
low,52,147,24,24,12,1,1,74.402,71.5,25,0.6848,unknown,regular,72,44,65,86,78,78,78,84,85,80,80,75,74,72,71,71,70,67,71,55,74,83,79,64,36,67
medium,53,147,24,24,26,6,5,78.007,74.923,25,3.6543,unknown,regular,76,48,69,90,82,82,81,88,89,84,84,79,78,75,74,75,74,70,75,57,78,87,82,66,35,70
great,54,147,22,22,35,15,15,79.001,75.923,25,4.1629,unknown,regular,77,49,69,91,83,83,82,89,90,85,85,79,79,76,76,76,75,71,75,59,78,88,84,68,36,71
starter,55,147,22,22,34,2,4,77.402,74.5,25,1.5556,unknown,regular,75,47,68,89,81,81,81,87,88,83,83,78,77,75,74,74,73,70,74,58,77,86,82,67,39,70
bench,56,147,24,24,8,0,0,76.836,73.923,25,2.1023,unknown,regular,74,47,67,89,81,81,80,87,88,82,83,77,77,74,73,74,72,69,74,57,76,86,81,66,38,69
zero,57,147,22,22,0,0,0,75.923,72.962,25,2.1588,unknown,regular,74,46,67,88,80,80,80,86,87,82,82,76,76,73,72,73,71,68,72,55,75,85,80,65,36,68
low,58,147,23,23,12,1,1,79.665,76.731,25,3.5276,unknown,regular,77,50,70,92,84,83,83,89,91,85,86,80,80,77,76,76,75,72,76,60,79,89,84,69,40,72
medium,59,147,24,24,26,6,5,80.535,77.654,25,3.6267,unknown,regular,78,51,71,92,84,84,84,90,92,86,87,81,80,78,77,77,76,73,77,61,80,90,85,70,42,73
great,60,147,22,22,35,15,15,81.165,78.154,25,5.203,unknown,regular,79,51,72,93,85,85,85,91,92,87,87,82,81,79,77,78,77,73,78,61,80,90,86,70,40,73
zero,61,147,25,25,0,0,0,79.838,76.923,11,0.749,unknown,regular,77,50,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,89,84,69,41,72
low,62,147,25,25,12,1,1,74.838,71.923,11,0.3267,unknown,regular,72,45,65,87,79,79,78,85,86,81,81,75,75,72,71,72,70,67,71,55,74,84,79,64,36,67
medium,63,147,25,25,26,6,5,79.007,75.885,25,1.8412,unknown,regular,77,49,70,91,83,83,82,89,90,85,85,80,79,76,75,76,75,71,76,58,79,88,83,67,35,71
great,64,147,23,23,35,15,15,80.001,76.885,25,4.1603,unknown,regular,78,50,70,92,84,84,83,90,91,86,86,80,80,77,77,77,76,72,76,60,79,89,85,69,36,72
starter,65,147,23,23,34,2,4,78.402,75.462,25,1.5662,unknown,regular,76,48,69,90,82,82,82,88,89,84,84,79,78,76,75,75,74,71,75,59,78,87,83,68,39,71
bench,66,147,25,25,8,0,0,77.836,74.885,25,0.9944,unknown,regular,75,48,68,90,82,82,81,88,89,83,84,78,78,75,74,75,73,70,75,58,77,87,82,67,38,70
zero,67,147,23,23,0,0,0,76.923,73.923,25,2.1588,unknown,regular,75,47,68,89,81,81,81,87,88,83,83,77,77,74,73,74,72,69,73,56,76,86,81,66,36,69
low,68,147,24,24,12,1,1,80.665,77.692,25,3.5291,unknown,regular,78,51,71,93,85,84,84,90,92,86,87,81,81,78,77,77,76,73,77,61,80,90,85,70,40,73
medium,69,147,25,25,26,6,5,81.173,78.269,16,1.5377,unknown,regular,79,52,72,93,85,85,85,91,93,87,87,82,81,78,77,78,77,73,77,61,80,91,86,70,42,73
great,70,147,23,23,35,15,15,82.165,79.115,25,5.1747,unknown,regular,80,52,73,94,86,86,86,92,93,88,88,83,82,80,78,79,78,74,79,62,81,91,87,71,40,74
zero,71,147,26,26,0,0,0,79.883,77.0,2,0.6572,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,72,147,26,26,12,1,1,75.274,72.346,11,0.3231,unknown,regular,72,46,65,88,80,80,78,86,87,82,82,75,76,72,71,73,70,67,71,55,74,85,79,64,36,67
medium,73,147,26,26,26,6,5,80.007,76.846,25,1.7682,unknown,regular,78,50,71,92,84,84,83,90,91,86,86,81,80,77,76,77,76,72,77,59,80,89,84,68,35,72
great,74,147,24,24,35,15,15,81.001,77.846,25,4.0856,unknown,regular,79,51,71,93,85,85,84,91,92,87,87,81,81,78,78,78,77,73,77,61,80,90,86,70,36,73
starter,75,147,24,24,34,2,4,79.402,76.423,25,1.6035,unknown,regular,77,49,70,91,83,83,83,89,90,85,85,80,79,77,76,76,75,72,76,60,79,88,84,69,39,72
bench,76,147,26,26,8,0,0,78.836,75.846,25,0.9969,unknown,regular,76,49,69,91,83,83,82,89,90,84,85,79,79,76,75,76,74,71,76,59,78,88,83,68,38,71
zero,77,147,24,24,0,0,0,77.923,74.885,25,1.9233,unknown,regular,76,48,69,90,82,82,82,88,89,84,84,78,78,75,74,75,73,70,74,57,77,87,82,67,36,70
low,78,147,25,25,12,1,1,81.336,78.346,17,1.6349,unknown,regular,79,52,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,91,86,70,40,73
medium,79,147,26,26,26,6,5,81.381,78.577,8,1.6689,unknown,regular,79,55,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,92,86,70,42,73
great,80,147,24,24,35,15,15,84.504,81.654,66,5.0471,unknown,regular,84,62,78,95,89,89,88,93,94,90,90,86,85,84,79,83,82,75,83,63,82,93,89,72,40,75
zero,81,147,27,27,0,0,0,79.883,77.0,0,0.6572,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,82,147,27,27,12,1,1,75.581,72.654,8,0.323,unknown,regular,72,47,65,89,80,81,78,87,88,82,83,75,76,72,71,74,70,67,71,55,74,86,79,64,36,67
medium,83,147,27,27,26,6,5,81.007,77.808,25,1.8898,unknown,regular,79,51,72,93,85,85,84,91,92,87,87,82,81,78,77,78,77,73,78,60,81,90,85,69,35,73
great,84,147,25,25,35,15,15,81.633,78.462,16,1.9572,unknown,regular,79,52,72,94,86,85,85,92,93,87,88,82,81,79,78,79,77,74,78,61,81,91,86,70,36,74
starter,85,147,25,25,34,2,4,79.838,76.846,11,0.7733,unknown,regular,77,50,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,89,84,69,39,72
bench,86,147,27,27,8,0,0,79.719,76.692,22,0.9999,unknown,regular,77,50,70,92,84,84,83,90,91,85,86,80,80,77,76,77,75,72,76,59,79,89,84,68,38,72
zero,87,147,25,25,0,0,0,78.923,75.846,25,0.911,unknown,regular,77,49,70,91,83,83,83,89,90,85,85,79,79,76,75,76,74,71,75,58,78,88,83,68,36,71
low,88,147,26,26,12,1,1,81.381,78.5,4,1.6392,unknown,regular,79,55,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,92,86,70,40,73
medium,89,147,27,27,26,6,5,81.381,78.615,1,1.6791,unknown,regular,79,56,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,92,86,70,42,73
great,90,147,25,25,35,15,15,85.528,82.615,25,2.5176,unknown,regular,84,62,78,95,90,89,89,94,95,91,91,87,86,84,81,84,83,77,83,66,84,94,90,74,40,77
zero,91,147,28,28,0,0,0,79.883,77.0,0,0.6572,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,92,147,28,28,12,1,1,75.671,72.769,3,0.3169,unknown,regular,72,48,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,87,79,64,36,67
medium,93,147,28,28,26,6,5,81.464,78.269,12,1.8014,unknown,regular,79,52,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,91,86,70,35,73
great,94,147,26,26,35,15,15,81.896,78.846,10,1.8307,unknown,regular,79,56,72,94,87,85,85,93,93,87,89,82,81,79,78,81,77,74,78,61,81,92,86,70,36,74
starter,95,147,26,26,34,2,4,79.928,76.962,3,0.782,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,96,147,28,28,8,0,0,80.358,77.308,16,1.0009,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,75,72,76,59,79,90,85,68,38,72
zero,97,147,26,26,0,0,0,79.644,76.538,18,0.7995,unknown,regular,77,50,70,92,84,84,83,90,91,86,86,80,80,77,75,77,75,72,76,58,79,89,84,68,36,71
low,98,147,27,27,12,1,1,81.381,78.577,2,1.6713,unknown,regular,79,57,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,92,86,70,40,73
medium,99,147,28,28,26,6,5,81.381,78.654,1,1.5961,unknown,regular,79,57,72,93,85,85,85,91,93,87,87,82,81,79,77,78,77,74,78,61,81,92,86,70,42,73
great,100,147,26,26,35,15,15,86.089,83.154,14,2.5508,unknown,regular,84,62,79,95,90,89,89,95,95,91,91,87,86,84,83,84,83,79,84,67,86,94,90,76,40,79
zero,101,147,29,29,0,0,0,79.883,77.0,0,0.6572,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,102,147,29,29,12,1,1,75.716,72.846,2,0.3253,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,103,147,29,29,26,6,5,81.509,78.423,4,1.7256,unknown,regular,79,55,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,35,73
great,104,147,27,27,35,15,15,82.071,79.038,5,1.8699,unknown,regular,79,57,72,94,88,85,85,93,93,87,90,82,81,79,78,82,77,74,78,61,81,93,86,70,36,74
starter,105,147,27,27,34,2,4,79.928,76.962,0,0.7409,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,106,147,29,29,8,0,0,80.44,77.385,2,0.9934,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,76,72,77,59,79,90,85,68,38,72
zero,107,147,27,27,0,0,0,79.734,76.654,3,0.7995,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,75,77,75,72,76,58,79,90,84,68,36,71
low,108,147,28,28,12,1,1,81.422,78.654,2,1.633,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
medium,109,147,29,29,26,6,5,81.422,78.731,2,1.5833,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,42,73
great,110,147,27,27,35,15,15,86.244,83.308,4,2.3736,unknown,regular,84,62,79,95,90,89,89,95,95,91,91,87,86,84,83,84,83,80,84,68,86,94,90,77,40,80
zero,111,147,30,30,0,0,0,79.883,77.0,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,112,147,30,30,12,1,1,75.716,72.846,0,0.0,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,113,147,30,30,26,6,5,81.509,78.423,0,0.0,unknown,regular,79,55,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,35,73
great,114,147,28,28,35,15,15,82.335,79.308,7,2.0724,unknown,regular,79,58,72,94,89,86,85,93,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,70,36,74
starter,115,147,28,28,34,2,4,79.928,76.962,0,0.7596,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,116,147,30,30,8,0,0,80.44,77.385,0,0.0,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,76,72,77,59,79,90,85,68,38,72
zero,117,147,28,28,0,0,0,79.774,76.692,1,0.7995,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,118,147,29,29,12,1,1,81.422,78.692,1,1.6717,unknown,regular,79,59,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
medium,119,147,30,30,26,6,5,81.422,78.731,0,0.0,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,42,73
great,120,147,28,28,35,15,15,86.325,83.385,2,2.5499,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
zero,121,147,31,31,0,0,0,79.883,77.0,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,122,147,31,31,12,1,1,75.716,72.846,0,0.0,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,123,147,31,31,26,6,5,81.509,78.423,0,0.0,unknown,regular,79,55,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,35,73
great,124,147,29,29,35,15,15,82.46,79.462,4,2.1147,unknown,regular,79,59,72,94,89,87,85,94,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,71,36,74
starter,125,147,29,29,34,2,4,79.928,76.962,0,0.7822,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,126,147,31,31,8,0,0,80.44,77.385,0,0.0,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,76,72,77,59,79,90,85,68,38,72
zero,127,147,29,29,0,0,0,79.774,76.692,0,0.7995,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,128,147,30,30,12,1,1,81.422,78.692,0,0.0,unknown,regular,79,59,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
medium,129,147,31,31,26,6,5,81.422,78.731,0,0.0,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,42,73
great,130,147,29,29,35,15,15,86.325,83.385,0,2.3568,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
zero,131,147,32,32,0,0,0,79.883,77.0,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,132,147,32,32,12,1,1,75.716,72.846,0,0.0,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,133,147,32,32,26,6,5,81.509,78.423,0,0.0,unknown,regular,79,55,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,35,73
great,134,147,30,30,35,15,15,82.46,79.462,0,0.0,unknown,regular,79,59,72,94,89,87,85,94,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,71,36,74
starter,135,147,30,30,34,2,4,79.928,76.962,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,136,147,32,32,8,0,0,80.44,77.385,0,0.0,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,76,72,77,59,79,90,85,68,38,72
zero,137,147,30,30,0,0,0,79.774,76.692,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,138,147,31,31,12,1,1,81.422,78.692,0,0.0,unknown,regular,79,59,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
medium,139,147,32,32,26,6,5,81.422,78.731,0,0.0,unknown,regular,79,58,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,42,73
great,140,147,30,30,35,15,15,86.325,83.385,0,0.0,unknown,regular,84,62,79,95,90,90,89,95,95,91,91,87,86,84,83,84,83,80,84,69,86,94,90,77,40,80
zero,141,147,33,33,0,0,0,79.883,77.0,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,91,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,41,72
low,142,147,33,33,12,1,1,75.716,72.846,0,0.0,unknown,regular,72,49,65,89,80,81,78,87,89,82,83,75,76,72,71,74,70,67,71,55,74,88,79,64,36,67
medium,143,147,33,33,26,6,5,81.509,78.423,0,0.0,unknown,regular,79,55,72,94,85,85,85,92,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,35,73
great,144,147,31,31,35,15,15,82.46,79.462,0,0.0,unknown,regular,79,59,72,94,89,87,85,94,94,87,91,82,81,79,78,83,77,74,78,61,81,94,86,71,36,74
starter,145,147,31,31,34,2,4,79.928,76.962,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,60,79,90,84,69,39,72
bench,146,147,33,33,8,0,0,80.44,77.385,0,0.0,unknown,regular,78,51,71,93,85,85,84,91,92,86,87,81,80,78,76,78,76,72,77,59,79,90,85,68,38,72
zero,147,147,31,31,0,0,0,79.774,76.692,0,0.0,unknown,regular,77,51,70,92,84,84,83,90,92,86,86,80,80,77,76,77,75,72,76,58,79,90,84,68,36,71
low,148,147,32,32,12,1,1,81.422,78.692,0,0.0,unknown,regular,79,59,72,93,85,85,85,91,93,87,87,82,81,79,78,78,77,74,78,61,81,92,86,70,40,73
