ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
11,Wallner,W A L L N E R,0,0,0,0,0,0,0,0,0,0,0,1,12,176,R,B,5,5,78,36,80,84,80,85,84,81,76,78,69,70,66,71,81,80,78,81,83,71,76,77,86,70,50,65,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,80,Austria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,11,0,Dynamo Kiev,0
12,Schranz,S C H R A N Z,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,4,4,34,80,81,63,66,66,85,66,46,44,51,50,52,59,40,81,42,41,41,43,76,49,58,75,80,71,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,29,83,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,21,0,C. Atlético Madrid,0
13,Payer,P  A  Y  E  R,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,R,4,4,30,78,83,56,65,67,86,68,48,50,49,47,52,58,37,80,37,36,36,44,82,47,62,73,80,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,29,84,Austria,1,0,1,-2,0,0,1,1,0,0,0,-1,-2,2,N,,16,0,Reggina,0
14,Ehmann,E H M A N N,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,53,75,83,74,69,66,72,65,61,59,65,63,67,72,53,79,55,44,48,82,72,66,58,74,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,35,81,Austria,1,0,1,2,-2,0,1,1,2,0,1,1,0,-1,N,,19,0,,0
15,Feldhofer,FELDHOFER,0,0,1,0,1,0,0,0,0,0,0,0,3,182,R,B,5,5,54,72,77,81,75,74,76,71,71,67,72,68,72,70,58,75,60,58,57,73,80,71,60,73,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,76,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,20,0,,0
16,A. Ibertsberger,IBERTSBERGER,0,0,0,1,0,1,0,0,0,0,0,0,4,177,R,B,5,5,65,69,78,81,78,77,73,74,75,74,73,69,77,74,62,80,65,62,67,75,76,76,66,74,50,76,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,78,Austria,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,,15,0,AZ,0
17,Gercaliu,GERCALIU,0,0,0,1,0,0,0,0,0,0,0,0,4,181,L,L,4,4,67,70,81,82,79,77,78,74,77,75,75,72,78,74,66,83,67,64,68,78,80,75,70,70,50,78,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,76,Austria,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,,13,0,ES Troyes AC,0
18,Standfest,STANDFEST,0,0,0,1,0,0,0,0,0,0,0,0,4,180,R,R,5,5,69,67,76,83,78,76,70,72,73,76,70,71,72,72,66,80,67,62,68,70,74,72,69,72,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,28,73,Austria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,R,White,14,0,Roda JC,0
19,Dospel,D O S P E L,0,0,0,1,0,0,0,1,0,0,0,0,4,184,R,B,5,5,59,73,78,80,74,68,76,74,70,69,71,68,69,72,57,77,55,53,58,78,76,69,61,73,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,75,Austria,1,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,,23,0,,0
20,Lasnik,L A S N I K,0,0,0,0,0,0,0,1,0,0,0,0,8,183,L,L,4,4,73,43,75,75,78,77,71,78,79,72,76,70,81,73,70,80,68,75,76,64,73,81,70,67,50,67,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,24,78,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,17,0,Olympique de Marseille,0
21,Saumel,S A U M E L,0,0,0,0,1,0,0,0,1,0,0,0,9,180,L,B,4,4,72,63,75,81,78,76,73,77,80,74,81,74,80,77,71,78,72,74,76,65,75,81,71,69,50,72,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,24,74,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,22,0,R.C. Recreativo de Huelva,0
22,Sariyar,S A R I Y A R,0,0,0,0,0,0,0,0,0,0,1,0,11,182,R,B,5,5,73,43,75,80,76,79,74,75,75,75,73,71,72,70,73,78,75,65,61,73,79,76,75,69,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,77,Austria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,,12,0,,0
23,Kuljic,K U L J I C,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,5,5,76,38,74,78,75,80,79,72,73,73,70,68,67,66,76,80,76,65,60,78,76,73,80,66,50,69,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,76,Austria,1,0,1,6,0,0,0,0,0,0,0,0,0,0,N,,18,0,,0
24,Stijnen,S T I J N E N,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,37,79,84,64,69,72,87,71,50,56,55,51,58,64,42,80,46,46,49,48,83,55,60,75,80,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,1,0,Heracles Almelo,1
25,Hoefkens,HOEFKENS,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,B,5,5,58,75,81,82,73,72,75,71,69,68,68,67,71,75,62,79,60,59,58,80,77,69,56,73,50,74,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,82,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,,13,0,,0
26,Van Buyten,VAN BUYTEN,0,0,1,0,0,0,0,0,0,0,0,0,3,197,R,B,5,5,65,87,94,80,67,71,76,70,66,63,60,63,74,66,70,88,75,74,60,89,80,70,70,72,50,81,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,1,1,1,30,87,Belgium,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,4,0,Inter,5
27,Van Damme,VAN DAMME,0,0,1,1,0,0,0,0,0,0,0,0,4,194,L,B,5,5,68,71,89,84,82,80,75,70,75,80,66,74,66,80,62,84,65,58,62,79,75,75,78,69,50,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,87,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,19,0,Anderlecht,6
28,Van der Heyden,V. D. HEYDEN,0,0,0,1,0,1,0,1,0,0,0,0,4,183,L,L,5,4,74,58,80,82,81,78,71,73,75,77,75,74,77,76,68,84,69,66,71,69,68,70,77,68,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,32,80,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,5,0,,3
29,Vandenborre,VANDENBORRE,0,0,1,1,1,1,1,0,0,0,0,0,4,185,R,R,5,5,66,72,81,85,78,76,75,79,76,78,74,75,76,76,63,82,68,62,67,70,78,77,72,64,50,71,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,21,78,Belgium,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,20,0,Anderlecht,37
30,Simons,S I M O N S,0,0,1,0,1,0,0,0,0,0,0,0,5,186,R,B,5,5,62,80,85,85,75,78,82,72,74,70,79,80,76,72,63,80,62,66,63,80,82,73,62,85,50,85,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,A,1,1,1,1,31,79,Belgium,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,,3,0,Bayern München,6
31,Buffel,B U F F E L,0,0,0,0,0,0,0,1,1,0,1,0,11,175,R,B,5,5,84,56,86,85,83,85,86,81,84,79,78,74,79,76,87,82,85,65,70,77,79,86,78,73,50,75,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,27,68,Belgium,1,2,27,-2,0,0,0,0,0,0,0,0,0,0,N,,10,0,Galatasaray,4
32,Goor,G  O  O  R,0,0,0,0,0,0,1,1,1,1,0,0,8,183,L,L,4,4,79,57,79,85,77,74,76,74,81,73,77,75,84,83,78,81,80,77,85,78,72,85,70,75,50,81,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,1,2,1,1,35,76,Belgium,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,,8,0,Torino,14
33,Pieroni,P I E R O N I,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,5,5,79,54,84,82,82,77,83,77,78,75,76,71,67,71,79,90,78,79,76,82,81,76,75,73,50,77,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,87,Belgium,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,,9,0,FC Nantes-Atlantique,9
34,Sonck,S  O  N  C  K,0,0,0,0,0,0,0,0,0,1,1,1,12,174,R,B,6,6,79,43,78,84,77,80,88,78,76,78,75,70,75,72,78,80,81,70,72,82,87,76,90,75,50,78,7,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,30,75,Belgium,1,2,28,-1,0,0,0,0,0,0,0,0,0,0,N,,16,0,Portsmouth,9
35,Vandenbussche,VANDENBUSSCHE,1,0,0,0,0,0,0,0,0,0,0,0,0,196,L,B,3,3,34,78,86,63,69,66,85,66,55,44,48,46,55,66,40,82,41,41,42,42,74,48,54,72,80,67,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,27,83,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,12,0,Catania,25
36,Kompany,K O M P A N Y,0,1,1,0,0,0,0,0,0,0,0,0,2,190,R,B,5,5,68,80,85,84,78,75,75,75,77,74,78,79,83,79,66,84,70,67,64,76,78,80,71,63,50,78,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,A,1,1,1,1,22,85,Belgium,3,0,1,2,0,0,0,0,0,0,0,0,0,0,L,White,22,0,VFL Wolfsburg,10
37,Vermaelen,VERMAELEN,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,B,5,5,61,77,82,82,77,75,82,74,68,65,71,68,72,72,56,82,59,58,62,80,82,70,65,65,50,77,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,75,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,17,0,Ajax,29
38,Leonard,L E O N A R D,0,0,0,1,1,0,0,0,0,0,0,0,4,185,L,L,5,4,59,69,73,78,66,69,69,66,68,66,68,63,70,66,59,73,59,53,70,68,75,66,62,76,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,34,79,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,,14,0,,1
39,Swerts,S W E R T S,0,0,1,1,1,0,1,1,0,0,0,0,4,179,R,B,4,5,66,71,79,85,77,78,76,79,76,80,70,71,73,75,67,81,65,68,66,76,84,78,76,67,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,26,75,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,R,White,6,0,Vitesse,28
40,Collen,C O L L E N,0,0,1,1,0,0,0,0,0,0,0,0,4,183,R,R,5,5,64,74,81,82,77,76,73,76,72,75,66,73,72,71,61,77,59,56,63,77,82,73,62,72,50,73,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,84,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,2,0,Lazio,39
41,Geraerts,GERAERTS,0,0,0,0,1,0,0,0,0,0,0,0,5,180,L,B,5,5,62,70,82,83,76,74,75,72,72,75,75,71,71,75,65,82,67,61,58,77,78,72,67,77,50,80,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,78,Belgium,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,,7,0,,0
42,Caluwe,C A L U W E,0,0,0,0,0,0,1,1,1,0,1,0,8,172,R,B,5,5,72,54,68,82,75,77,69,79,79,73,73,74,75,74,69,81,68,71,73,63,78,79,65,64,50,69,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,66,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,21,0,FC Utrecht,10
43,Daerden,D A E R D E N,0,0,0,0,0,0,0,1,1,0,0,0,8,191,L,L,4,4,76,52,85,82,83,82,71,81,86,80,73,70,74,78,70,83,72,76,78,76,75,77,84,70,50,69,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,26,82,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,18,0,Bayern München,7
44,Mbo Mpenza,MBO MPENZA,0,0,0,0,0,0,0,1,0,1,1,1,12,176,R,B,5,4,78,40,72,83,88,85,78,87,83,90,74,75,73,76,72,82,75,67,70,77,92,83,86,70,50,70,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,2,1,1,1,31,72,Belgium,4,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,,11,0,Sampdoria,9
45,Huysegems,HUYSEGEMS,0,0,0,0,0,0,0,0,0,1,0,1,10,186,L,L,4,4,78,43,80,78,75,80,73,72,78,71,73,71,70,70,75,78,76,71,67,80,75,76,73,65,50,73,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,23,0,,11
46,Vandenbergh,VANDENBERGH,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,5,5,76,39,77,80,77,79,80,76,76,76,72,68,69,70,77,82,78,67,61,74,78,76,82,74,50,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,71,Belgium,1,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,,15,0,,0
47,Ivankov,I V A N K O V,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,40,78,81,56,67,65,87,67,43,40,42,52,52,63,37,81,37,37,36,40,76,52,56,72,77,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,80,Bulgaria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,27,0,Galatasaray,0
48,Topuzakov,TOPUZAKOV,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,R,5,5,64,65,79,84,81,79,71,69,68,69,67,65,72,67,61,69,63,64,57,80,76,67,59,73,50,76,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A,1,1,1,1,31,73,Bulgaria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,,21,0,,0
49,V. Iliev,V .   I L I E V,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,5,5,55,77,80,78,75,74,75,72,69,68,70,67,72,71,57,78,59,56,56,77,82,70,63,70,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,80,Bulgaria,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,,5,0,RC Lens,0
50,Kishishev,KISHISHEV,0,0,0,1,1,1,0,1,0,0,0,0,4,180,R,R,5,5,68,63,70,78,75,73,68,62,73,70,69,64,74,67,65,77,70,62,65,58,67,66,66,65,50,76,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,34,78,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,B,White,2,0,,0
51,I. Petrov,I. PETROV,0,0,1,1,0,0,0,0,0,0,0,0,4,180,L,L,4,4,70,66,76,84,76,75,72,75,78,76,70,74,76,75,63,76,61,70,67,77,76,75,71,70,50,70,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,32,75,Bulgaria,1,0,1,7,0,0,0,0,0,0,0,0,0,0,N,,4,0,,0
52,Yankov,Y A N K O V,0,0,0,0,1,0,1,0,1,0,0,0,5,176,R,B,6,6,75,62,69,82,81,80,72,83,81,78,82,78,82,76,73,79,70,73,76,66,76,82,79,70,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,73,Bulgaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,8,0,Feyenoord,23
53,S. Petrov,S. PETROV,0,0,0,0,0,0,1,1,1,0,1,0,7,180,R,B,6,6,74,70,80,90,76,77,74,74,80,70,83,78,80,82,72,81,70,76,85,69,75,83,70,82,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,A,1,1,1,1,29,77,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,19,0,AS Saint-Étienne,20
54,Gargorov,GARGOROV,0,0,0,0,0,0,1,1,0,1,0,0,8,167,L,L,4,4,75,55,67,80,77,80,74,76,81,76,73,71,77,76,78,78,75,83,83,66,74,81,80,69,50,63,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,27,61,Bulgaria,1,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,,23,0,Middlesbrough,0
55,Bojinov,B O J I N O V,0,0,0,0,0,0,0,0,0,1,1,1,12,178,L,R,6,6,82,40,79,80,83,87,80,88,85,80,79,76,75,73,83,84,83,78,82,74,79,85,86,70,50,69,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,2,2,1,1,22,78,Bulgaria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,L,White,10,0,,8
56,M. Petrov,M. PETROV,0,0,0,0,0,0,0,1,0,1,1,0,10,180,L,L,5,4,83,43,77,84,88,91,74,80,79,90,75,77,80,86,75,87,82,79,88,68,74,77,87,74,50,74,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,2,1,1,1,29,77,Bulgaria,2,0,1,7,0,0,0,0,0,0,0,0,0,0,N,,17,0,Juventus,17
