ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
11,Wallner,W A L L N E R,0,0,0,0,0,0,0,0,0,0,0,1,12,176,R,B,5,5,77,33,80,84,80,85,84,80,75,78,67,69,65,70,81,80,78,81,83,70,75,76,86,70,50,64,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,80,Austria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,11,0,,0
12,Schranz,S C H R A N Z,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,4,4,30,80,81,62,66,65,85,65,43,42,48,46,50,57,37,81,39,38,38,40,76,45,58,74,80,70,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,27,83,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,21,0,,0
13,Payer,P  A  Y  E  R,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,R,4,4,30,78,83,56,65,67,86,68,48,50,49,47,52,58,37,80,37,36,36,44,82,47,62,73,80,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,27,84,Austria,1,0,1,-2,0,0,1,1,0,0,0,-1,-2,2,N,None,16,0,,0
14,Ehmann,E H M A N N,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,53,76,84,75,69,66,72,65,61,59,65,63,67,72,53,80,55,44,48,82,72,66,58,74,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,81,Austria,1,0,1,2,-2,0,1,1,2,0,1,1,0,-1,N,None,19,0,,0
15,Feldhofer,FELDHOFER,0,0,1,0,1,0,0,0,0,0,0,0,3,182,R,B,5,5,53,73,78,82,76,75,77,70,70,67,73,68,73,70,57,76,60,57,56,73,81,72,59,73,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,76,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,20,0,,0
16,A. Ibertsberger,IBERTSBERGER,0,0,0,1,0,1,0,0,0,0,0,0,4,177,R,B,5,5,63,67,77,80,76,75,72,72,74,72,71,67,75,73,60,79,63,60,65,73,74,75,64,72,50,75,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,78,Austria,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,15,0,,0
17,Gercaliu,GERCALIU,0,0,0,1,0,0,0,0,0,0,0,0,4,181,L,L,4,4,62,66,78,80,76,74,73,71,73,72,70,69,73,70,60,80,63,60,64,74,76,72,65,65,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,76,Austria,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,13,0,,0
18,Standfest,STANDFEST,0,0,0,1,0,0,0,0,0,0,0,0,4,180,R,R,5,5,67,65,75,81,76,74,68,70,71,75,68,69,70,70,64,78,65,60,66,68,72,70,67,70,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,26,73,Austria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,R,White,14,0,,0
19,Dospel,D O S P E L,0,0,0,1,0,0,0,1,0,0,0,0,4,184,R,B,5,5,59,73,78,80,74,68,76,74,70,69,71,68,69,72,57,77,55,53,58,78,76,69,61,73,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,75,Austria,1,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,None,23,0,,0
20,Lasnik,L A S N I K,0,0,0,0,0,0,0,1,0,0,0,0,8,183,L,L,4,4,73,42,75,75,78,77,71,78,79,72,76,70,81,73,70,80,68,75,76,64,73,81,70,67,50,67,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,22,78,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,17,0,,0
21,Säumel,S A U M E L,0,0,0,0,1,0,0,0,1,0,0,0,9,180,L,B,4,4,70,59,73,80,75,74,70,75,79,71,80,72,79,74,68,77,70,72,74,63,72,80,68,67,50,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,22,74,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,22,0,,0
22,Sariyar,S A R I Y A R,0,0,0,0,0,0,0,0,0,0,1,0,11,182,R,B,5,5,73,40,75,80,76,78,74,75,75,75,73,71,72,70,73,78,74,63,60,73,78,76,75,68,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,77,Austria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,12,0,,0
23,Kuljic,K U L J I C,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,5,5,76,38,74,78,75,80,79,72,73,73,70,68,67,66,76,80,76,65,60,78,76,73,80,66,50,69,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,76,Austria,1,0,1,6,0,0,0,0,0,0,0,0,0,0,N,None,18,0,,0
24,Stijnen,S T I J N E N,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,76,82,60,66,69,85,67,43,50,48,46,53,60,35,77,37,37,43,40,80,49,56,72,77,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,1,0,Club Brugge,1
25,Hoefkens,HOEFKENS,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,B,5,5,58,75,81,82,73,72,75,71,69,68,68,67,71,75,62,79,60,59,58,80,77,69,56,73,50,74,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,82,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,13,0,,0
26,Van Buyten,VAN BUYTEN,0,0,1,0,0,0,0,0,0,0,0,0,3,197,R,B,5,5,65,87,94,80,67,71,76,70,66,63,60,63,74,66,70,88,75,74,60,89,80,70,70,72,50,81,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,1,1,1,28,87,Belgium,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,4,0,Bayern München,5
27,Van Damme,VAN DAMME,0,0,1,1,0,0,0,0,0,0,0,0,4,194,L,B,5,5,66,69,89,82,80,78,73,68,73,78,63,72,64,78,60,83,62,55,60,77,73,73,76,66,50,66,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,87,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,19,0,Anderlecht,6
28,Van der Heyden,V. D. HEYDEN,0,0,0,1,0,1,0,1,0,0,0,0,4,183,L,L,5,4,74,58,80,82,81,78,71,73,75,77,75,74,77,76,68,84,69,66,71,69,68,70,77,68,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,30,80,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,5,0,VFL Wolfsburg,3
29,Vandenborre,VANDENBORRE,0,0,1,1,1,1,1,0,0,0,0,0,4,185,R,R,5,5,65,72,81,85,78,76,75,79,75,78,74,75,75,75,63,82,68,62,66,70,78,76,72,63,50,70,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,19,78,Belgium,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,20,0,Anderlecht,37
30,Simons,S I M O N S,0,0,1,0,1,0,0,0,0,0,0,0,5,186,R,B,5,5,62,80,85,85,75,78,82,72,74,70,79,80,76,72,63,80,62,66,63,80,82,73,62,85,50,85,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,A,1,1,1,1,29,79,Belgium,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,3,0,PSV Eindhoven,6
31,Buffel,B U F F E L,0,0,0,0,0,0,0,1,1,0,1,0,11,175,R,B,5,5,82,49,83,82,80,83,84,78,82,75,75,71,76,73,85,79,83,60,66,75,76,84,75,70,50,72,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,25,68,Belgium,1,2,27,-2,0,0,0,0,0,0,0,0,0,0,N,None,10,0,Rangers,4
32,Goor,G  O  O  R,0,0,0,0,0,0,1,1,1,1,0,0,8,183,L,L,4,4,79,57,79,85,77,74,76,74,81,73,77,75,84,83,78,81,80,77,85,78,72,85,70,75,50,81,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,1,2,1,1,33,76,Belgium,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,8,0,Anderlecht,14
33,Pieroni,P I E R O N I,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,5,5,76,48,82,80,80,73,80,73,74,72,73,67,65,67,75,89,74,77,73,80,78,73,71,69,50,73,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,87,Belgium,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,9,0,AJ Auxerre,9
34,Sonck,S  O  N  C  K,0,0,0,0,0,0,0,0,0,1,1,1,12,174,R,B,6,6,79,43,78,84,77,80,88,78,76,78,75,70,75,72,78,80,81,70,72,82,87,76,90,75,50,78,7,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,28,75,Belgium,1,2,28,-1,0,0,0,0,0,0,0,0,0,0,N,None,16,0,Borussia M.,9
35,Vandenbussche,VANDENBUSSCHE,1,0,0,0,0,0,0,0,0,0,0,0,0,196,L,B,3,3,30,77,86,61,67,65,85,64,53,42,46,44,53,64,37,81,37,37,38,40,73,46,52,70,79,65,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,25,83,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,12,0,SC Heerenveen,25
36,Kompany,K O M P A N Y,0,1,1,0,0,0,0,0,0,0,0,0,2,190,R,B,5,5,65,78,84,82,75,73,73,72,75,72,76,77,81,77,64,82,67,64,60,74,76,78,68,60,50,76,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,A,1,1,1,1,20,85,Belgium,3,0,1,2,0,0,0,0,0,0,0,0,0,0,L,White,22,0,Hamburger S.V.,10
37,Vermaelen,VERMAELEN,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,B,5,5,58,75,80,80,75,73,80,72,65,62,69,66,70,70,53,80,55,55,60,78,80,67,62,62,50,75,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,75,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,17,0,Ajax,4
38,Leonard,L E O N A R D,0,0,0,1,1,0,0,0,0,0,0,0,4,185,L,L,5,4,59,70,75,80,68,70,71,68,70,68,70,65,72,68,60,75,60,55,71,69,77,68,63,77,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,32,79,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,14,0,Feyenoord,1
39,Swerts,S W E R T S,0,0,1,1,1,0,1,1,0,0,0,0,4,179,R,B,4,5,64,69,77,83,75,76,74,77,74,78,68,69,71,73,65,79,63,66,64,74,83,76,74,65,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,24,75,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,R,White,6,0,Vitesse,28
40,Collen,C O L L E N,0,0,1,1,0,0,0,0,0,0,0,0,4,183,R,R,5,5,60,72,79,80,75,74,70,74,69,72,64,70,69,69,58,75,56,53,60,75,80,69,58,69,50,70,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,84,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,2,0,Feyenoord,39
41,Geraerts,GERAERTS,0,0,0,0,1,0,0,0,0,0,0,0,5,180,L,B,5,5,60,68,80,82,74,72,73,70,70,73,73,69,69,73,63,80,65,58,55,75,76,70,65,75,50,78,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,78,Belgium,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,None,7,0,,0
42,Caluwé,C A L U W E,0,0,0,0,0,0,1,1,1,0,1,0,8,172,R,B,5,5,73,55,69,83,76,78,70,81,80,74,74,75,76,75,70,82,69,72,74,64,79,80,66,65,50,70,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,66,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,21,0,FC Utrecht,10
43,Daerden,D A E R D E N,0,0,0,0,0,0,0,1,1,0,0,0,8,191,L,L,4,4,73,47,83,80,82,80,68,80,85,78,70,67,72,76,68,81,70,74,76,74,73,75,83,67,50,66,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,24,82,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,18,0,Club Brugge,7
44,Mbo Mpenza,MBO MPENZA,0,0,0,0,0,0,0,1,0,1,1,1,12,176,R,B,5,4,78,40,72,83,88,85,78,87,83,90,74,75,73,76,72,82,75,67,70,77,92,83,86,70,50,70,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,2,1,1,1,29,72,Belgium,4,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,None,11,0,Anderlecht,9
45,Huysegems,HUYSEGEMS,0,0,0,0,0,0,0,0,0,1,0,1,10,186,L,L,4,4,78,41,80,78,75,80,73,72,78,71,73,71,70,70,75,78,76,70,67,80,75,76,73,65,50,73,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,23,0,Feyenoord,11
46,Vandenbergh,VANDENBERGH,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,5,5,74,34,74,78,75,77,78,74,73,73,69,65,66,68,75,80,76,64,58,71,77,74,80,71,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,71,Belgium,1,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,15,0,,0
47,Ivankov,I V A N K O V,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,40,78,81,56,67,65,87,67,43,40,42,52,52,63,37,81,37,37,36,40,76,52,56,72,77,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,80,Bulgaria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,27,0,,0
48,Topuzakov,TOPUZAKOV,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,R,5,5,65,66,80,85,82,80,72,70,69,70,68,66,73,68,62,70,64,65,58,81,77,68,60,74,50,77,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A,1,1,1,1,29,73,Bulgaria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,21,0,,0
49,V. Iliev,V .   I L I E V,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,5,5,54,77,80,78,75,74,75,71,69,68,70,67,72,71,57,78,59,56,55,77,82,70,63,69,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,80,Bulgaria,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,None,5,0,,0
50,Kishishev,KISHISHEV,0,0,0,1,1,1,0,1,0,0,0,0,4,180,R,R,5,5,72,66,74,82,79,77,71,66,78,74,72,67,78,70,68,80,73,64,68,61,70,70,70,69,50,80,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,78,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,B,White,2,0,Charlton Athletic,6
51,I. Petrov,I. PETROV,0,0,1,1,0,0,0,0,0,0,0,0,4,180,L,L,4,4,70,66,76,84,76,75,72,75,78,76,70,74,76,75,63,76,61,70,67,77,76,75,71,70,50,70,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,30,75,Bulgaria,1,0,1,7,0,0,0,0,0,0,0,0,0,0,N,None,4,0,,0
52,Yankov,Y A N K O V,0,0,0,0,1,0,1,0,1,0,0,0,5,176,R,B,6,6,73,59,68,81,80,79,71,82,80,76,81,77,80,74,70,76,67,70,74,63,75,81,78,67,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,73,Bulgaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,8,0,Hannover 96,23
53,S. Petrov,S. PETROV,0,0,0,0,0,0,1,1,1,0,1,0,7,180,R,B,6,6,74,70,80,90,76,77,74,74,80,70,83,78,80,82,72,81,70,76,85,69,75,83,70,82,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,A,1,1,1,1,27,77,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,19,0,Aston Villa,20
54,Gargorov,GARGOROV,0,0,0,0,0,0,1,1,0,1,0,0,8,167,L,L,4,4,75,53,66,80,76,80,73,76,81,76,72,70,77,75,77,78,75,83,83,65,73,81,80,68,50,62,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,25,61,Bulgaria,1,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,None,23,0,,0
55,Bojinov,B O J I N O V,0,0,0,0,0,0,0,0,0,1,1,1,12,178,L,R,6,6,79,30,77,77,81,85,78,86,82,77,76,73,72,70,80,81,80,75,80,70,77,82,84,66,50,65,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,2,2,1,1,20,78,Bulgaria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,L,White,10,0,Juventus,9
56,M. Petrov,M. PETROV,0,0,0,0,0,0,0,1,0,1,1,0,10,180,L,L,5,4,83,42,77,84,88,91,74,80,79,90,75,77,80,86,75,87,82,79,88,68,74,77,87,74,50,74,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,2,1,1,1,27,77,Bulgaria,2,0,1,7,0,0,0,0,0,0,0,0,0,0,N,None,17,0,C. Atlético Madrid,17
