ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
11,Kwadwo Essien,Kwadwo Essien,0,0,0,0,0,0,0,0,0,0,0,1,12,188,L,R,5,5,59,36,62,60,68,61,58,59,65,60,57,55,55,57,57,62,58,54,47,63,60,58,62,53,38,54,3,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,A,1,4,2,1,16,90,Ghana,4,1,157,0,0,0,0,0,0,0,0,0,3,0,R,Blue,43,7,,25
12,Joaquin Sanchez,Joaquin Sanchez,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,R,4,4,21,53,55,44,43,47,56,49,32,33,37,37,43,45,28,51,33,30,28,29,50,37,42,47,51,49,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,2,2,18,91,Argentina,1,2,320,0,0,0,0,-1,0,0,0,0,2,1,N,None,16,3,,36
13,Jung Jang,Jung Jang,1,0,0,0,0,0,0,0,0,0,0,0,0,181,R,L,4,4,27,65,68,55,56,53,69,56,43,44,43,42,49,52,38,65,38,35,37,38,63,45,47,61,66,59,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,3,3,1,17,78,South Korea,3,0,325,0,0,-1,0,0,2,0,0,-1,0,0,N,None,36,9,,1
14,Victor Mertens,Victor Mertens,0,0,1,0,0,0,0,0,0,0,0,0,3,160,L,L,5,5,40,53,56,58,55,50,52,50,50,48,51,53,53,52,47,57,45,46,42,55,53,51,45,53,40,50,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,3,3,1,2,17,89,Belgium,1,1,4,0,2,0,0,0,0,-2,0,0,0,0,B,Red,8,21,,60
15,Connor Wilson,Connor Wilson,0,0,1,0,0,0,0,0,0,0,0,0,3,179,L,L,5,5,39,50,51,50,46,46,51,44,50,50,46,46,48,46,41,53,44,41,43,48,53,45,40,47,35,44,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,3,18,100,England,1,1,253,0,0,0,0,0,0,0,1,0,0,0,B,White,23,6,,74
16,Matthew Davies,Matthew Davies,0,0,0,1,0,0,0,0,0,0,0,0,4,186,L,R,5,5,50,52,55,70,57,61,57,58,59,58,61,54,59,55,50,58,48,49,53,55,59,64,53,54,41,53,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,1,1,18,86,Ireland,1,0,276,0,0,0,0,-1,0,0,0,-1,1,0,N,None,26,8,,68
17,Nicolas Perez,Nicolas Perez,0,0,0,1,0,0,0,0,0,0,0,0,4,178,L,L,4,4,45,46,49,50,49,52,44,52,49,49,46,47,50,46,43,50,43,43,47,50,51,47,49,48,38,49,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,2,7,2,1,17,99,Uruguay,1,2,201,0,1,0,0,0,-1,1,-2,0,0,0,N,None,4,11,,98
18,Damian Gonzalez,Damian Gonzalez,0,0,0,1,0,0,0,0,0,0,0,0,4,178,R,L,5,5,51,48,56,60,54,55,53,55,51,56,48,50,51,51,45,57,47,47,48,53,57,55,51,49,41,51,3,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,2,2,1,16,97,Argentina,1,0,315,0,0,0,-1,0,0,0,-2,3,0,-1,N,None,40,8,,60
19,Richard Weber,Richard Weber,0,0,0,1,0,0,0,0,0,0,0,0,4,194,L,L,5,5,52,53,59,57,60,67,55,55,53,57,50,55,57,57,48,59,47,48,54,54,56,64,55,56,42,54,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,A,2,7,1,1,18,67,Germany,1,2,172,0,0,0,0,0,0,0,0,2,-1,0,N,None,6,2,,59
20,Graham Williams,Graham Williams,0,0,0,0,0,0,0,1,0,0,0,0,8,197,L,R,4,4,50,39,54,56,59,57,53,56,57,53,55,52,54,55,51,54,52,49,52,49,54,52,51,53,40,49,8,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,A,1,2,3,1,17,72,USA,1,1,345,0,0,0,0,1,0,0,-2,0,2,0,N,None,24,4,,1
21,Gabriel Evans,Gabriel Evans,0,0,0,0,0,0,0,0,1,0,0,0,9,180,L,R,4,4,59,43,57,60,60,57,55,68,63,57,57,60,58,59,57,59,54,58,63,54,60,64,56,55,43,62,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,2,1,1,2,16,83,Honduras,3,0,33,1,0,0,-3,1,0,0,0,0,-1,0,N,None,3,10,,98
22,Charlie Jones,Charlie Jones,0,0,0,0,0,0,0,0,0,0,1,0,11,184,R,L,5,5,65,39,57,59,71,64,58,61,70,68,60,57,59,55,62,58,60,53,53,60,57,62,61,55,43,56,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,2,3,16,78,England,1,1,109,1,0,0,0,-1,0,3,0,0,2,0,L,White,23,16,,57
23,Guillermo Garcia,Guillermo Garcia,0,0,0,0,0,0,0,0,0,0,0,1,12,176,L,L,5,5,59,30,57,55,60,58,57,56,55,66,53,51,55,55,65,65,56,52,51,55,60,56,61,54,38,52,8,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,A,4,2,2,1,17,66,Spain,1,0,19,0,0,0,0,0,0,0,0,-3,0,0,N,None,4,15,,51
24,Ante Babic,Ante Babic,1,0,0,0,0,0,0,0,0,0,0,0,0,167,L,L,4,4,24,50,48,41,45,44,53,48,33,33,34,37,41,41,25,47,29,26,29,28,51,34,44,42,50,47,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,2,1,3,16,80,Croatia,1,1,192,-1,0,0,0,0,0,3,0,0,0,-1,L,Blue,33,5,Club Brugge,55
25,Vincent Robert,Vincent Robert,0,0,1,0,0,0,0,0,0,0,0,0,3,197,R,R,5,5,39,49,54,51,49,48,52,48,50,52,50,52,46,46,44,54,45,43,42,50,51,50,47,51,40,52,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,2,3,1,1,16,94,France,1,2,46,1,0,0,0,0,0,0,1,0,0,0,B,Green,30,9,,44
26,Karl,Karl,0,0,1,0,0,0,0,0,0,0,0,0,3,179,L,L,5,5,51,65,66,68,64,65,63,62,52,58,56,54,60,61,53,64,57,48,51,66,68,58,52,62,44,63,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,A,3,2,4,2,18,86,Germany,1,2,87,1,0,0,0,0,0,0,0,-2,0,0,N,None,44,1,Bayern München,75
27,Gabriel,Gabriel,0,0,0,1,0,0,0,0,0,0,0,0,4,177,L,R,5,5,48,51,53,57,57,52,52,53,51,52,48,54,51,55,46,52,45,47,49,54,51,54,50,51,39,52,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,9,4,1,17,97,France,1,1,314,0,0,-1,0,0,0,0,0,0,0,0,L,Blue,18,2,Anderlecht,69
28,Adrian Wilson,Adrian Wilson,0,0,0,1,0,0,0,0,0,0,0,0,4,187,R,R,5,4,50,46,53,57,53,54,50,54,52,50,45,49,52,52,46,54,48,43,47,48,53,49,50,46,38,51,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,2,2,4,2,17,83,England,1,1,93,0,0,0,0,1,0,0,0,0,0,0,N,None,26,20,VFL Wolfsburg,62
29,Joshua Smith,Joshua Smith,0,0,0,1,0,0,0,0,0,0,0,0,4,165,L,L,5,5,50,50,52,56,54,55,52,54,55,52,50,52,53,50,49,57,50,50,48,54,51,52,52,50,40,54,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,3,1,1,16,78,England,1,2,53,0,0,0,0,0,0,0,0,0,-1,0,N,None,27,20,Anderlecht,75
30,Ivan Brown,Ivan Brown,0,0,0,0,1,0,0,0,0,0,0,0,5,196,R,R,5,5,53,52,58,59,55,58,65,57,60,53,57,56,59,55,49,62,50,49,52,55,57,55,52,53,41,54,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A,2,3,1,2,17,70,Serbia and Montenegro,1,0,185,0,0,-2,0,0,0,1,0,2,0,0,L,Green,4,0,PSV Eindhoven,52
31,Pedro Souza,Pedro Souza,0,0,0,0,0,0,0,0,0,0,1,0,11,188,R,R,5,5,54,34,51,58,59,61,55,56,59,58,51,50,56,55,55,55,59,50,50,53,52,57,55,48,38,51,7,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,2,1,1,1,16,79,Brazil,3,2,233,0,0,0,0,0,-2,0,0,0,0,-3,N,None,20,11,Rangers,35
32,Paul Smith,Paul Smith,0,0,0,0,0,0,0,1,0,0,0,0,8,179,L,R,4,4,52,38,54,54,55,58,53,53,54,55,52,50,53,56,53,58,51,53,48,51,51,54,52,53,40,53,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,18,66,Switzerland,1,1,141,0,0,0,-1,0,0,0,0,0,0,0,N,None,20,14,Anderlecht,48
33,Bernardo Silva,Bernardo Silva,0,0,0,0,0,0,0,0,0,0,0,1,12,180,L,R,5,5,60,31,59,57,58,61,60,59,59,59,58,55,51,52,57,70,68,51,50,60,58,59,59,53,43,57,7,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,3,2,3,3,17,79,Brazil,3,1,213,0,1,0,0,0,0,0,-2,0,0,0,R,Red,35,14,AJ Auxerre,73
34,Tomas Lopez,Tomas Lopez,0,0,0,0,0,0,0,0,0,0,0,1,12,192,L,R,6,6,65,37,63,65,67,63,66,64,65,62,59,57,54,55,66,63,66,55,56,62,65,68,66,56,45,58,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,A,3,7,3,2,18,87,Spain,1,1,311,0,0,-1,1,0,0,0,-1,0,0,0,N,None,40,16,Borussia M.,13
35,Walter Perez,Walter Perez,1,0,0,0,0,0,0,0,0,0,0,0,0,192,L,R,3,3,25,66,62,47,55,53,63,56,37,40,41,40,48,49,36,63,35,31,32,38,60,40,45,52,61,56,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,3,2,3,17,91,Uruguay,1,0,311,0,0,0,0,0,0,0,0,0,0,0,L,White,41,13,SC Heerenveen,83
36,Carlos Lopez,Carlos Lopez,0,1,0,0,0,0,0,0,0,0,0,0,2,161,L,L,5,5,43,54,54,55,48,49,53,47,51,46,47,48,52,50,42,57,41,44,45,55,56,47,47,46,39,54,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,2,3,4,1,18,79,Peru,3,2,28,0,0,0,0,2,0,1,0,0,2,0,L,Green,8,3,Hamburger S.V.,55
37,Mykhailo Kovalenko,Mykhailo Kovalenko,0,0,1,0,0,0,0,0,0,0,0,0,3,166,R,L,5,5,42,53,53,56,52,51,52,50,50,49,51,50,51,46,46,51,44,43,45,54,51,50,46,47,41,46,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,4,5,2,3,18,90,Ukraine,1,1,64,0,0,2,-2,1,0,0,0,0,0,-3,N,None,20,23,Ajax,91
38,Choi Choi,Choi Choi,0,0,0,1,0,0,0,0,0,0,0,0,4,187,R,R,5,4,49,48,57,59,65,59,57,58,55,53,54,55,54,61,48,58,51,47,52,50,66,54,55,55,43,62,6,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,2,1,18,79,South Korea,3,0,257,2,2,0,0,0,0,0,-1,0,0,-1,N,None,14,19,Feyenoord,26
39,Raphael Leroy,Raphael Leroy,0,0,0,1,0,0,0,0,0,0,0,0,4,189,R,R,4,5,44,42,46,49,51,47,47,44,45,46,43,47,49,45,44,50,40,43,42,46,47,46,46,46,37,45,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,2,2,3,17,72,France,1,2,71,-2,0,0,0,0,0,3,0,0,0,0,N,None,44,15,Vitesse,91
40,Steven Nomvethe,Steven Nomvethe,0,0,0,1,0,0,0,0,0,0,0,0,4,195,R,R,5,5,53,52,56,67,61,56,54,60,60,54,55,54,55,56,47,59,50,50,50,52,55,57,54,55,40,58,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,4,1,1,16,72,South Africa,4,2,238,0,-1,0,3,0,0,0,0,0,0,0,N,None,2,23,Feyenoord,44
41,Nicolas Lopez,Nicolas Lopez,0,0,0,0,1,0,0,0,0,0,0,0,5,166,R,R,5,5,55,57,61,64,67,64,61,61,63,63,60,60,63,60,57,67,54,52,53,57,62,62,54,60,46,63,3,5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,A,3,4,1,1,16,70,Argentina,1,2,288,0,0,-2,0,0,0,0,0,0,0,0,N,None,22,15,,23
42,Luka Babic,Luka Babic,0,0,0,0,0,0,0,1,0,0,0,0,8,174,R,L,5,5,59,43,62,69,61,67,56,56,60,56,54,52,55,55,53,55,50,50,52,50,58,58,61,55,38,52,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,3,3,1,3,16,98,Croatia,1,1,118,0,0,0,0,0,0,-3,0,0,0,0,R,Blue,17,7,FC Utrecht,94
43,Joao Lima,Joao Lima,0,0,0,0,0,0,0,1,0,0,0,0,8,198,L,L,4,4,51,39,49,54,58,56,51,57,53,57,50,52,54,53,53,53,51,50,49,51,55,53,55,49,38,49,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,3,1,1,3,18,100,Brazil,3,0,67,0,0,-3,0,0,0,0,-1,0,-2,2,N,None,1,23,Club Brugge,7
44,Jesse Meijer,Jesse Meijer,0,0,0,0,0,0,0,0,0,0,0,1,12,167,R,L,5,4,61,31,61,58,58,60,68,58,57,58,56,54,52,54,57,59,61,54,51,59,60,60,62,53,39,54,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,1,4,17,99,Netherlands,1,1,281,0,0,0,-1,2,0,0,0,-1,0,0,B,Red,43,9,Anderlecht,91
45,Erik Roberts,Erik Roberts,0,0,0,0,0,0,0,0,0,1,0,0,10,179,L,R,4,4,57,35,60,58,60,60,61,66,61,58,56,57,56,55,56,61,59,51,54,55,56,60,60,54,40,54,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,2,5,1,1,18,80,Liechtenstein,1,2,214,0,1,0,1,1,0,-1,-1,1,0,-2,N,None,5,15,Feyenoord,99
46,Denis Novikov,Denis Novikov,0,0,0,0,0,0,0,0,0,0,0,1,12,176,R,L,5,5,53,29,58,56,54,56,55,56,55,52,51,53,51,52,57,57,56,48,50,53,54,55,56,51,36,49,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,2,6,3,1,18,98,Russia,1,1,221,2,0,0,0,-1,0,0,0,0,0,0,N,None,33,6,,5
47,Russell Tremblay,Russell Tremblay,1,0,0,0,0,0,0,0,0,0,0,0,0,187,R,R,4,4,22,50,51,45,43,47,54,50,37,33,39,36,41,44,29,50,28,26,28,29,49,36,44,44,54,47,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,2,1,1,18,68,Canada,1,2,2,0,2,0,0,0,0,0,0,0,0,0,N,None,35,2,,59
48,Aleksei Vasiliev,Aleksei Vasiliev,0,0,1,0,0,0,0,0,0,0,0,0,3,164,R,L,5,5,44,49,56,52,53,51,53,48,51,51,49,50,47,50,45,50,44,45,43,53,52,49,47,48,36,49,6,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,2,1,1,18,73,Russia,1,2,213,2,0,0,-2,0,1,0,0,0,0,0,N,None,3,8,,23
49,Noah Sanchez,Noah Sanchez,0,0,1,0,0,0,0,0,0,0,0,0,3,172,L,L,5,5,44,50,53,56,48,49,48,49,49,47,49,46,46,51,44,51,43,41,43,51,53,48,44,46,37,49,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,10,1,4,18,90,Argentina,1,2,81,0,0,2,1,0,0,0,3,0,0,0,N,None,17,11,,49
50,Huang Zhou,Huang Zhou,0,0,0,1,0,0,0,0,0,0,0,0,4,182,L,L,5,5,50,55,58,61,63,61,58,56,58,58,58,53,58,57,49,57,51,49,51,54,60,59,54,52,43,55,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,A,2,7,1,2,16,90,China,2,2,124,0,0,1,0,1,0,-3,0,0,-2,0,N,None,28,17,,59
51,Guillermo Sanchez,Guillermo Sanchez,0,0,0,1,0,0,0,0,0,0,0,0,4,189,L,R,4,4,50,50,56,58,64,65,57,55,54,57,54,56,55,55,48,59,51,46,53,53,58,54,51,50,37,54,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,5,3,1,16,83,Spain,1,1,124,0,0,0,0,0,0,0,0,0,0,1,N,None,20,11,,54
52,Mehmet,Mehmet,0,0,0,0,1,0,0,0,0,0,0,0,5,196,R,R,6,6,46,45,51,53,49,47,49,48,48,47,48,50,49,49,45,50,45,43,48,48,52,50,44,47,35,48,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,4,3,1,18,84,Turkey,3,2,174,0,-1,0,0,0,0,0,0,0,-2,0,N,None,16,0,Hannover 96,36
53,Diego Martinez,Diego Martinez,0,0,0,0,0,0,1,0,0,0,0,0,7,195,L,R,6,6,48,46,55,57,52,51,51,55,55,50,52,51,51,52,47,58,52,48,51,50,54,55,50,50,41,51,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,3,2,3,1,17,83,Argentina,1,2,103,0,0,0,0,0,0,0,0,0,0,0,N,None,40,13,Aston Villa,79
54,Louis Bernard,Louis Bernard,0,0,0,0,0,0,0,1,0,0,0,0,8,193,L,L,4,4,50,42,52,58,54,56,53,58,53,55,52,53,55,53,52,53,51,54,51,53,56,53,52,51,37,50,3,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,A,1,6,2,2,17,70,France,1,2,209,0,0,0,-1,0,2,2,0,0,0,-3,N,None,12,19,,1
55,Alberto Rodriguez,Alberto Rodriguez,0,0,0,0,0,0,0,0,0,0,0,1,12,193,R,R,6,6,59,30,61,59,59,59,61,62,58,66,55,56,53,55,59,68,59,51,51,58,61,57,61,57,42,54,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,2,1,3,1,18,92,Spain,1,0,252,0,1,0,0,0,1,1,0,0,0,0,B,Blue,27,20,Ajax,66
