ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
11,Wallner,W A L L N E R,0,0,0,0,0,0,0,0,0,0,0,1,12,176,R,B,6,7,78,34,80,84,80,85,84,81,76,78,68,70,66,71,81,80,78,81,83,71,76,77,86,70,50,65,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,80,Austria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,11,0,,0
12,Schranz,S C H R A N Z,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,6,7,34,81,82,63,67,67,86,67,47,45,51,50,53,59,40,82,42,42,42,44,77,49,59,76,81,72,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,28,83,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,21,0,,0
13,Payer,P  A  Y  E  R,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,R,6,7,30,78,83,56,65,67,86,68,48,50,49,47,52,58,37,80,37,36,36,44,82,47,62,73,80,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,28,84,Austria,1,0,1,-2,0,0,1,1,0,0,0,-1,-2,2,N,,16,0,,0
14,Ehmann,E H M A N N,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,6,7,53,76,84,75,69,66,72,65,61,59,65,63,67,72,53,80,55,44,48,82,72,66,58,74,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,34,81,Austria,1,0,1,2,-2,0,1,1,2,0,1,1,0,-1,N,,19,0,,0
15,Feldhofer,FELDHOFER,0,0,1,0,1,0,0,0,0,0,0,0,3,182,R,B,6,7,55,74,79,83,77,76,78,72,72,68,74,69,74,72,59,77,61,59,58,75,82,73,61,74,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,76,Austria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,20,0,,0
16,A. Ibertsberger,IBERTSBERGER,0,0,0,1,0,1,0,0,0,0,0,0,4,177,R,B,6,7,64,68,78,81,77,76,73,73,75,73,72,68,76,74,61,80,64,61,66,74,75,76,65,73,50,76,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,78,Austria,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,,15,0,,0
17,Gercaliu,GERCALIU,0,0,0,1,0,0,0,0,0,0,0,0,4,181,L,L,6,7,66,68,80,81,78,76,76,73,76,74,73,71,76,73,64,82,65,63,66,77,78,74,68,68,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,76,Austria,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,,13,0,,0
18,Standfest,STANDFEST,0,0,0,1,0,0,0,0,0,0,0,0,4,180,R,R,6,7,68,66,76,82,77,75,69,71,72,76,69,70,71,71,65,79,66,61,67,69,73,71,68,71,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,27,73,Austria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,R,White,14,0,,0
19,Dospel,D O S P E L,0,0,0,1,0,0,0,1,0,0,0,0,4,184,R,B,6,7,59,73,78,80,74,68,76,74,70,69,71,68,69,72,57,77,55,53,58,78,76,69,61,73,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,75,Austria,1,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,,23,0,,0
20,Lasnik,L A S N I K,0,0,0,0,0,0,0,1,0,0,0,0,8,183,L,L,6,7,73,43,75,75,78,77,71,78,79,72,76,70,81,73,70,80,68,75,76,64,73,81,70,67,50,67,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,23,78,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,17,0,,0
21,Saumel,S A U M E L,0,0,0,0,1,0,0,0,1,0,0,0,9,180,L,B,6,7,72,62,75,81,77,76,72,77,80,73,81,74,80,76,70,78,72,73,76,64,74,81,70,69,50,71,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,23,74,Austria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,22,0,,0
22,Sariyar,S A R I Y A R,0,0,0,0,0,0,0,0,0,0,1,0,11,182,R,B,6,7,74,43,76,81,77,79,75,76,76,76,74,72,73,71,74,79,75,65,62,74,79,77,76,69,50,71,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,77,Austria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,,12,0,,0
23,Kuljic,K U L J I C,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,6,7,76,38,74,78,75,80,79,72,73,73,70,68,67,66,76,80,76,65,60,78,76,73,80,66,50,69,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,76,Austria,1,0,1,6,0,0,0,0,0,0,0,0,0,0,N,,18,0,,0
24,Stijnen,S T I J N E N,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,6,7,32,77,83,61,67,70,86,68,46,52,51,48,55,61,37,78,40,40,45,43,81,51,57,73,78,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,1,0,Heracles Almelo,1
25,Hoefkens,HOEFKENS,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,B,6,7,58,75,81,82,73,72,75,71,69,68,68,67,71,75,62,79,60,59,58,80,77,69,56,73,50,74,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,82,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,,13,0,,0
26,Van Buyten,VAN BUYTEN,0,0,1,0,0,0,0,0,0,0,0,0,3,197,R,B,6,7,65,87,94,80,67,71,76,70,66,63,60,63,74,66,70,88,75,74,60,89,80,70,70,72,50,81,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,1,1,1,1,29,87,Belgium,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,4,0,Inter,5
27,Van Damme,VAN DAMME,0,0,1,1,0,0,0,0,0,0,0,0,4,194,L,B,6,7,67,70,89,83,81,79,74,69,74,79,64,73,65,79,61,83,63,56,61,78,74,74,77,67,50,67,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,87,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,19,0,Anderlecht,6
28,Van der Heyden,V. D. HEYDEN,0,0,0,1,0,1,0,1,0,0,0,0,4,183,L,L,6,7,74,58,80,82,81,78,71,73,75,77,75,74,77,76,68,84,69,66,71,69,68,70,77,68,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,31,80,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,5,0,Fenerbahce,3
29,Vandenborre,VANDENBORRE,0,0,1,1,1,1,1,0,0,0,0,0,4,185,R,R,6,7,66,72,81,85,78,76,75,79,76,78,74,75,76,76,63,82,68,62,67,70,78,77,72,64,50,71,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,20,78,Belgium,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,20,0,Anderlecht,37
30,Simons,S I M O N S,0,0,1,0,1,0,0,0,0,0,0,0,5,186,R,B,6,7,62,80,85,85,75,78,82,72,74,70,79,80,76,72,63,80,62,66,63,80,82,73,62,85,50,85,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,A,1,1,1,1,30,79,Belgium,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,,3,0,Bayern Munchen,6
31,Buffel,B U F F E L,0,0,0,0,0,0,0,1,1,0,1,0,11,175,R,B,6,7,83,51,84,83,81,84,85,79,83,77,76,72,77,74,86,80,84,62,68,76,77,85,76,71,50,73,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,26,68,Belgium,1,2,27,-2,0,0,0,0,0,0,0,0,0,0,N,,10,0,Galatasaray,4
32,Goor,G  O  O  R,0,0,0,0,0,0,1,1,1,1,0,0,8,183,L,L,6,7,79,57,79,85,77,74,76,74,81,73,77,75,84,83,78,81,80,77,85,78,72,85,70,75,50,81,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,1,2,1,1,34,76,Belgium,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,,8,0,Empoli,14
33,Pieroni,P I E R O N I,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,6,7,77,51,83,81,81,75,81,75,76,73,74,69,66,69,77,90,76,78,75,81,79,75,73,71,50,75,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,87,Belgium,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,,9,0,Eintracht Frankfurt,9
34,Sonck,S  O  N  C  K,0,0,0,0,0,0,0,0,0,1,1,1,12,174,R,B,6,7,79,43,78,84,77,80,88,78,76,78,75,70,75,72,78,80,81,70,72,82,87,76,90,75,50,78,7,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,29,75,Belgium,1,2,28,-1,0,0,0,0,0,0,0,0,0,0,N,,16,0,Chelsea,9
35,Vandenbussche,VANDENBUSSCHE,1,0,0,0,0,0,0,0,0,0,0,0,0,196,L,B,6,7,32,77,86,62,68,66,85,65,54,43,47,45,54,65,39,81,39,39,40,41,74,47,53,71,80,66,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,26,83,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,12,0,T.V.S. Alemannia Aachen,25
36,Kompany,K O M P A N Y,0,1,1,0,0,0,0,0,0,0,0,0,2,190,R,B,6,7,67,79,85,83,77,74,74,74,76,73,77,78,82,78,65,83,69,66,62,75,77,79,70,62,50,77,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,A,1,1,1,1,21,85,Belgium,3,0,1,2,0,0,0,0,0,0,0,0,0,0,L,White,22,0,VFL Wolfsburg,10
37,Vermaelen,VERMAELEN,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,B,6,7,60,76,81,81,76,74,81,73,67,64,70,67,71,71,55,81,57,57,61,79,81,69,64,64,50,76,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,75,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,17,0,C. Atletico Madrid,29
38,Leonard,L E O N A R D,0,0,0,1,1,0,0,0,0,0,0,0,4,185,L,L,6,7,59,70,74,79,67,69,70,67,69,67,69,64,71,67,59,74,59,54,70,68,76,67,62,77,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,33,79,Belgium,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,,14,0,,1
39,Swerts,S W E R T S,0,0,1,1,1,0,1,1,0,0,0,0,4,179,R,B,6,7,65,70,78,84,76,77,75,78,75,79,69,70,72,74,66,80,64,67,65,75,83,77,75,66,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,25,75,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,R,White,6,0,Vitesse,28
40,Collen,C O L L E N,0,0,1,1,0,0,0,0,0,0,0,0,4,183,R,R,6,7,62,73,80,81,76,75,72,75,70,73,65,71,70,70,59,76,58,54,62,76,81,71,60,70,50,71,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,84,Belgium,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,2,0,Lazio,39
41,Geraerts,GERAERTS,0,0,0,0,1,0,0,0,0,0,0,0,5,180,L,B,6,7,61,69,81,82,75,73,74,71,71,74,74,70,70,74,64,81,66,60,56,76,77,71,66,76,50,79,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,78,Belgium,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,,7,0,,0
42,Caluwe,C A L U W E,0,0,0,0,0,0,1,1,1,0,1,0,8,172,R,B,6,7,73,55,69,83,76,78,70,81,80,74,74,75,76,75,70,82,69,72,74,64,79,80,66,65,50,70,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,66,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,21,0,FC Utrecht,10
43,Daerden,D A E R D E N,0,0,0,0,0,0,0,1,1,0,0,0,8,191,L,L,6,7,74,49,84,81,82,81,69,80,85,79,71,68,73,77,69,82,71,75,77,75,74,76,83,68,50,67,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,25,82,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,18,0,Panathinaikos,7
44,Mbo Mpenza,MBO MPENZA,0,0,0,0,0,0,0,1,0,1,1,1,12,176,R,B,6,7,78,40,72,83,88,85,78,87,83,90,74,75,73,76,72,82,75,67,70,77,92,83,86,70,50,70,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,2,1,1,1,30,72,Belgium,4,0,1,-2,-2,0,1,1,2,0,1,1,0,-1,N,,11,0,Inter,9
45,Huysegems,HUYSEGEMS,0,0,0,0,0,0,0,0,0,1,0,1,10,186,L,L,6,7,78,42,80,78,75,80,73,72,78,71,73,71,70,70,75,78,76,70,67,80,75,76,73,65,50,73,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,81,Belgium,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,23,0,Feyenoord,11
46,Vandenbergh,VANDENBERGH,0,0,0,0,0,0,0,0,0,0,0,1,12,179,R,B,6,7,75,37,76,79,76,78,79,75,75,75,71,67,68,69,76,81,77,66,60,73,78,75,81,73,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,71,Belgium,1,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,,15,0,,0
47,Ivankov,I V A N K O V,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,6,7,40,78,81,56,67,65,87,67,43,40,42,52,52,63,37,81,37,37,36,40,76,52,56,72,77,69,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,80,Bulgaria,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,,27,0,,0
48,Topuzakov,TOPUZAKOV,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,R,6,7,65,66,80,85,82,80,72,70,69,70,68,66,73,68,62,70,64,65,58,81,77,68,60,74,50,77,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A,1,1,1,1,30,73,Bulgaria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,,21,0,,0
49,V. Iliev,V .   I L I E V,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,6,7,55,77,80,78,75,74,75,72,69,68,70,67,72,71,57,78,59,56,56,77,82,70,63,70,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,80,Bulgaria,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,N,,5,0,,0
50,Kishishev,KISHISHEV,0,0,0,1,1,1,0,1,0,0,0,0,4,180,R,R,6,7,71,65,73,81,77,76,70,65,77,73,71,66,77,69,67,79,72,63,67,60,69,69,69,68,50,79,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,78,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,B,White,2,0,,0
51,I. Petrov,I. PETROV,0,0,1,1,0,0,0,0,0,0,0,0,4,180,L,L,6,7,70,66,76,84,76,75,72,75,78,76,70,74,76,75,63,76,61,70,67,77,76,75,71,70,50,70,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,31,75,Bulgaria,1,0,1,7,0,0,0,0,0,0,0,0,0,0,N,,4,0,,0
52,Yankov,Y A N K O V,0,0,0,0,1,0,1,0,1,0,0,0,5,176,R,B,6,7,74,61,69,82,81,80,72,83,81,77,82,78,81,75,72,78,69,72,75,65,76,82,79,69,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,73,Bulgaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,,8,0,Hannover 96,23
53,S. Petrov,S. PETROV,0,0,0,0,0,0,1,1,1,0,1,0,7,180,R,B,6,7,74,70,80,90,76,77,74,74,80,70,83,78,80,82,72,81,70,76,85,69,75,83,70,82,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,A,1,1,1,1,28,77,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,,19,0,Borussia M.,20
54,Gargorov,GARGOROV,0,0,0,0,0,0,1,1,0,1,0,0,8,167,L,L,6,7,75,54,67,80,77,80,74,76,81,76,73,71,77,76,78,78,75,83,83,66,73,81,80,69,50,63,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,26,61,Bulgaria,1,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,,23,0,,0
55,Bojinov,B O J I N O V,0,0,0,0,0,0,0,0,0,1,1,1,12,178,L,R,6,7,80,33,78,78,82,86,79,87,83,78,77,74,73,71,81,82,81,76,81,72,78,83,85,67,50,67,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,2,2,1,1,21,78,Bulgaria,1,0,1,3,0,0,0,0,0,0,0,0,0,0,L,White,10,0,Messina,8
56,M. Petrov,M. PETROV,0,0,0,0,0,0,0,1,0,1,1,0,10,180,L,L,6,7,83,43,77,84,88,91,74,80,79,90,75,77,80,86,75,87,82,79,88,68,74,77,87,74,50,74,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,2,1,1,1,28,77,Bulgaria,2,0,1,7,0,0,0,0,0,0,0,0,0,0,N,,17,0,Juventus,17
